대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,6,B,와 렬루다가 좋은 서비스네! 그러면 어떤 기능이 있어?,렬루
,,,,,,,,,,,,7,A,"여행사들이 자유롭게 상품을 노출할 수 있고, 수수료도 자유롭게 설정할 수 있어.",
,,,,,,,,,,,,8,B,그래서 여행자들은 어떤 이점이 있어?,
,,,,,,,,,,,,9,A,"여행자들은 정확한 여행 소비 패턴에 대응할 수 있고, 다양한 장점이 있어.",
,,,,,,,,,,,,10,B,그래서 이 앱은 어떤 사람들에게 추천해?,
,,,,,,,,,,,,11,A,여행을 좋아하는 사람들이나 여행사를 이용하는 사람들에게 추천해!,
,,,,,,,,,,,,12,B,알겠어. 이제 여행을 더 즐길 수 있겠다!,
,,,,,,,,,,,,13,A,그래! FIT 어시스트 앱으로 더 편리한 여행을 즐겨봐!,
,,,,,,,,,,,,14,B,고마워! 꼭 사용해볼게!,
,,,,,,,,,,,,15,A,잘 사용해봐! 여행을 더 즐기게 될 거야.,
,,,,,,,,,,,,16,B,알겠어! 고마워!,
122368,0087,여자,30,0115,남자,30,,,,과학 기술,온라인게임,1,A,와 이거 알아? 김정환 전 블리자드코리아 대표가 NYOU 대표로 판교에 온라인게임 개발사 설립했대!,
,,,,,,,,,,,,2,B,레알? 판교에 온라인게임 개발사가 생기다니 레전드다!,레알
,,,,,,,,,,,,3,A,"그래! 김 대표가 전 블리자드코리아 대표였는데, 이번에는 온라인 MMORPG 게임 개발-서비스사를 설립했대",
,,,,,,,,,,,,4,B,모바일 MMORPG가 아니라 온라인 MMORPG라구? 대세는 모바일게임인데 굳이 온라인게임을 선택한 이유가 뭘까?,
,,,,,,,,,,,,5,A,지난해에 '검은사막'과 '오버워치' 등 온라인게임이 글로벌에서 흥행했거든. '리그오브레전드'도 여전히 매출 1위래,
,,,,,,,,,,,,6,B,그렇긴 하지만 한국과 중국은 모바일게임에 치우쳐져 있잖아. 한국 PC온라인게임은 공백이 생겼다고 하더라,
,,,,,,,,,,,,7,A,맞아. 그래서 김 대표가 이번에 온라인게임 개발사를 설립해서 한국 PC온라인게임 시장을 바로 잡고 싶다고 했어,
,,,,,,,,,,,,8,B,"스마트폰 보급으로 모바일게임 플랫폼이 강해진 것 같은데, 온라인게임도 다시 인기를 얻을 수 있을까?",
,,,,,,,,,,,,9,A,글로벌 PC 시장은 계속 성장하고 있거든. 한때 전세계 랭킹 1위였던 한국 PC온라인게임도 다시 인기를 얻을 수 있을 거야,
,,,,,,,,,,,,10,B,그렇담 김 대표의 온라인게임 개발사는 성공할 수 있을 것 같아!,
,,,,,,,,,,,,11,A,"그래! 아직 사무실은 인테리어가 진행되지 않은 상태라고 하던데, 기대가 되는군",
,,,,,,,,,,,,12,B,판교에는 엔씨소프트도 있고 유명한 게임 개발사들이 많이 있어서 경쟁이 치열할 것 같은데,
,,,,,,,,,,,,13,A,맞아. 경쟁이 치열하지만 김 대표의 경험과 노하우로 성공할 수 있을 거야,
,,,,,,,,,,,,14,B,그러면 김 대표의 온라인게임 개발사가 성공하면 한국 PC온라인게임 시장도 다시 활기를 찾을 수 있을까?,
,,,,,,,,,,,,15,A,그럴 수도 있지. 한국 PC온라인게임이 다시 인기를 얻으면 시장도 활기를 찾을 수 있을 거야,
,,,,,,,,,,,,16,B,기대해봐야겠다. 김 대표의 온라인게임 개발사가 한국 PC온라인게임 시장에 활기를 불어넣을 수 있기를!,
053011,0073,여자,20,0108,남자,20,,,,과학 기술,에어메이커 해커톤,1,A,에어메이커 해커톤이 언제인지 알아?,
,,,,,,,,,,,,2,B,에어메이커 해커톤은 2023년 1월 14일부터 15일까지야!,
,,,,,,,,,,,,3,A,에어메이커 해커톤에는 어떤 프로그램이 진행되는 거야?,
,,,,,,,,,,,,4,B,"우수 아이디어 기반 팀 빌딩, MVP 개발, 노코드 플랫폼 활용 랜딩페이지 제작, 멘토링 등이 진행돼!",
,,,,,,,,,,,,5,A,에어메이커 해커톤에 참여하면 특전이나 상금을 받을 수 있어?,
,,,,,,,,,,,,6,B,그래! 참여자와 우수자에게 특전과 상금이 주어져!,
,,,,,,,,,,,,7,A,에어메이커 해커톤에는 어떤 사람들이 참여하는 거야?,
,,,,,,,,,,,,8,B,에어메이커 해커톤에는 에어메이커 해커톤 행사 참여자와 웨이브온을 운영 중인 스카이링크도 같이 참여해!,
,,,,,,,,,,,,9,A,에어메이커 해커톤은 어떤 목적으로 진행되는 거야?,
,,,,,,,,,,,,10,B,에어메이커 해커톤은 공기안전과 대기환경 개선을 위한 창업 아이템을 발굴하기 위해 진행돼!,
,,,,,,,,,,,,11,A,에어메이커 해커톤에는 어떤 기간 동안 진행되는 거야?,
,,,,,,,,,,,,12,B,에어메이커 해커톤은 1월 14일부터 15일까지 무박 2일 동안 진행돼!,
,,,,,,,,,,,,13,A,에어메이커 해커톤에 참여 신청은 언제까지 해야 하지?,
,,,,,,,,,,,,14,B,에어메이커 해커톤 참여 신청은 1월 8일 자정까지야!,
,,,,,,,,,,,,15,A,에어메이커 해커톤 기대되네.,
,,,,,,,,,,,,16,B,맞아! 최근에는 미세먼지와 대기환경 개선에 대한 관심이 높아져서 그런 거 같아!,
136832,0096,여자,30,0117,남자,30,,,,과학 기술,뇌졸중,1,A,뇌졸중에 대해 알고 있니?,
,,,,,,,,,,,,2,B,"응, 좀 알아.",
,,,,,,,,,,,,3,A,보라매병원에서 뇌졸중과 관련된 연구를 했대.,
,,,,,,,,,,,,4,B,레알? 어떤 연구였어?,레알
,,,,,,,,,,,,5,A,뇌졸중의 하나인 단일 피질하 경색에서 경색 성장 속도와 초기 신경학적 악화의 연관성을 연구했대.,
,,,,,,,,,,,,6,B,그래서 어떤 결과가 나왔어?,
,,,,,,,,,,,,7,A,경색 성장 속도가 빠를수록 초기 신경학적 악화를 겪을 확률이 높다는 거래.,
,,,,,,,,,,,,8,B,그럼 뇌졸중 예방을 위해서는 경색 성장 속도를 어떻게 줄일 수 있을까?,
,,,,,,,,,,,,9,A,"아직은 확실하지 않지만, 건강한 생활습관과 식단 조절이 중요하다고 생각해.",
,,,,,,,,,,,,10,B,글쿠나. 그러면 우리도 조심해야겠다.,글쿠나
,,,,,,,,,,,,11,A,맞아. 건강은 짜짜 소중하니까.,짜짜
,,,,,,,,,,,,12,B,그래서 너는 어떤 생활습관을 신경써?,
,,,,,,,,,,,,13,A,나는 매일 운동하고 건강한 음식을 먹으려고 노력해.,
,,,,,,,,,,,,14,B,좋은 생활습관이야. 나도 따라해야겠다.,
,,,,,,,,,,,,15,A,그래. 같이 건강한 삶을 즐기자!,
,,,,,,,,,,,,16,B,"응, 같이 노력해보자!",
120354,0086,여자,30,0120,남자,30,,,,과학 기술,로스트아크,1,A,로스트아크 레알 재밌어 ㅋㅋ,레알
,,,,,,,,,,,,2,B,렬루? 나도 한번 해봐야겠다 ㅎㅎ,렬루
,,,,,,,,,,,,3,A,로스트아크는 MMORPG야,
,,,,,,,,,,,,4,B,MMORPG? 그게 뭐임?,
,,,,,,,,,,,,5,A,멀티플레이어 온라인 롤플레잉 게임이야,
,,,,,,,,,,,,6,B,아하! 그러면 여러 사람들과 같이 할 수 있는 거구나,
,,,,,,,,,,,,7,A,맞아! 그리고 로스트아크는 전세계에서 인기가 많아,
,,,,,,,,,,,,8,B,짜짜? 그러면 나도 한번 해봐야겠다 ㅋㅋ,짜짜
,,,,,,,,,,,,9,A,로스트아크는 중국에서도 인기가 많아서 중국 시장에 진출하려고 해,
,,,,,,,,,,,,10,B,박박이네! 중국에서도 많은 사람들이 즐길 수 있게 되겠다,박박
,,,,,,,,,,,,11,A,맞아! 그리고 올해는 로스트아크의 신규 시즌도 나올 예정이야,
,,,,,,,,,,,,12,B,신규 시즌? 무슨 내용인데?,
,,,,,,,,,,,,13,A,아직은 안 공개됐지만 기대되는 내용이 많아,
,,,,,,,,,,,,14,B,와! 너무 기대돼! 로스트아크 레알 박박이네,박박;레알
,,,,,,,,,,,,15,A,응! 너도 한번 해봐! 같이 플레이하면 더 재밌을 거야,
,,,,,,,,,,,,16,B,그래! 내일부터 바로 다운로드해서 해봐야지 ㅋㅋ,
076415,0087,여자,30,0114,남자,30,,,,과학 기술,디지털헬스케어,1,A,디지털헬스케어가 미래 산업이야,
,,,,,,,,,,,,2,B,"응, 건강과 기술이 접목되는 분야지",
,,,,,,,,,,,,3,A,디지털헬스케어 시장이 글로벌에서도 중요해,
,,,,,,,,,,,,4,B,마좌 협업이 필요한 분야야,마좌
,,,,,,,,,,,,5,A,카카오헬스케어가 주목받고 있어,
,,,,,,,,,,,,6,B,그래서 카카오헬스케어가 어떤 전략을 가지고 있을까?,
,,,,,,,,,,,,7,A,카카오헬스케어는 선도적으로 나가는 게 중요하다고 말하더라,
,,,,,,,,,,,,8,B,그래서 어떤 선도적인 전략을 가지고 있을까?,
,,,,,,,,,,,,9,A,디지털헬스케어의 딥테크 기업과 서비스 기업을 같이 육성하고 협업을 강화하려고 해,
,,,,,,,,,,,,10,B,"글쿠나, 다양한 산업의 협업이 중요하다고 했지?",글쿠나
,,,,,,,,,,,,11,A,맞아 특정 기업이 독점하는 건 불가능하다고 생각해,
,,,,,,,,,,,,12,B,그래서 카카오헬스케어나 N사 같은 기업이 협업을 해야하는 거지?,
,,,,,,,,,,,,13,A,그렇다고 말했어,
,,,,,,,,,,,,14,B,디지털헬스케어 시장은 어떤 전망이 있을까?,
,,,,,,,,,,,,15,A,디지털헬스케어는 보건의료 해결을 넘어서 반도체보다 더 큰 시장이 될 것 같아,
,,,,,,,,,,,,16,B,"글쿠나, 디지털헬스케어의 성장이 기대되는구나",글쿠나
094552,0071,남자,20,0142,여자,20,,,,과학 기술,트래블테크,1,A,트래블테크에 대해 들어봤어?,
,,,,,,,,,,,,2,B,"응, 여행과 기술이 결합된 거지?",
,,,,,,,,,,,,3,A,맞아! 여행을 더 편리하게 해주는 기술들이야,
,,,,,,,,,,,,4,B,그러면 예를 들어 어떤 기술이 있어?,
,,,,,,,,,,,,5,A,예를 들면 항공권 예약이나 호텔 예약을 스마트폰으로 간편하게 할 수 있어,
,,,,,,,,,,,,6,B,"오, 그렇게 편리하게 되는 거구나",
,,,,,,,,,,,,7,A,맞아! 그리고 여행지에서 사용할 수 있는 어플도 많이 나왔어,
,,,,,,,,,,,,8,B,어떤 어플이 있어?,
,,,,,,,,,,,,9,A,예를 들면 여행 일정을 관리해주는 어플이나 현지 음식 추천 어플 등이 있어,
,,,,,,,,,,,,10,B,그러면 여행 중에도 편리하게 정보를 얻을 수 있겠네,
,,,,,,,,,,,,11,A,맞아! 그리고 최근에는 가상현실이나 증강현실을 이용한 여행도 늘어나고 있어,
,,,,,,,,,,,,12,B,와우내 그런 기술들이 여행에도 적용되다니 레전드다,와우내
,,,,,,,,,,,,13,A,"응, 여행을 더 더 흥미롭게 만들어주는 기술들이 많이 나오고 있어",
,,,,,,,,,,,,14,B,짜짜 신기하다! 트래블테크의 발전을 기대해볼만 하겠다,짜짜
,,,,,,,,,,,,15,A,맞아! 앞으로 더 많은 혁신적인 기술들이 나올 거야,
,,,,,,,,,,,,16,B,그러면 여행이 더 더 편리하고 즐거워질 것 같아,
162304,0009,여자,30,0111,남자,30,,,,과학 기술,사이버 보안법,1,A,와 이번에 LG전자가 사이버보안 기업을 인수했대!,
,,,,,,,,,,,,2,B,짜짜? 그러면 사이버 보안에 관련된 솔루션을 개발할 건가봐,짜짜
,,,,,,,,,,,,3,A,"응, 의료기기용 맞춤형 보안 솔루션을 선보인대",
,,,,,,,,,,,,4,B,외부 공격을 막는 거뿐만 아니라 정부 규정도 지킬 수 있게 도와주는 거지?,
,,,,,,,,,,,,5,A,맞아 그리고 소프트웨어 자재명세서와 취약성 관리 절차도 간소화하고 보안성을 높여줘,
,,,,,,,,,,,,6,B,그러면 정부의 SBOM 제출 의무화 규정에 맞는지도 확인해주고 보고서도 쉽게 생성해주는 거구나,
,,,,,,,,,,,,7,A,맞아 그리고 의료기기 소프트웨어를 계속 모니터링해서 위험을 사전에 감지하고 조치도 취해줘,
,,,,,,,,,,,,8,B,와 렬루 유용한 솔루션인 것 같아. 이번에 발표한 프로그램 이름이 뭐더라?,렬루
,,,,,,,,,,,,9,A,옴니버스 프리페어드니스 엑셀러레이터 프로그램이래,
,,,,,,,,,,,,10,B,프리페어드니스? 그게 무야?,무야
,,,,,,,,,,,,11,A,"그건 소프트웨어 자재명세서와 취약성 관리, 검색 및 계획 등을 갖춘 종합 솔루션이야",
,,,,,,,,,,,,12,B,"아하, 그러면 이 프로그램으로 의료기기의 보안을 확실히 강화할 수 있겠네",
,,,,,,,,,,,,13,A,그렇지! 외부 공격을 차단하고 정부 규정을 준수하는 것도 중요하니까,
,,,,,,,,,,,,14,B,마좌 의료기기의 보안은 꼭 신경 써야 할 부분이야,마좌
,,,,,,,,,,,,15,A,그래서 이번에 발표한 프로그램이 많은 관심을 받을 것 같아,
,,,,,,,,,,,,16,B,그럴 것 같아. 의료기기 사이버 보안은 더욱 중요해지고 있으니까,
198367,0001,남자,20,0150,여자,20,,,,과학 기술,배양육,1,A,안녕! 배양육에 대해 들어봄?,
,,,,,,,,,,,,2,B,"응, 배양육은 육식의 미래라더라!",
,,,,,,,,,,,,3,A,맞아 배양육은 동물을 죽이지 않고 육류를 생산할 수 있는 기술이야,
,,,,,,,,,,,,4,B,와우내 레알루다가 대단한 기술이네!,레알;와우내
,,,,,,,,,,,,5,A,"응, 그리고 배양육은 환경 문제를 개선할 수도 있어",
,,,,,,,,,,,,6,B,렬루? 어떻게 환경 문제를 개선할 수 있지?,렬루
,,,,,,,,,,,,7,A,배양육은 축산업으로 인한 기후 위기와 인수공통감염병을 줄일 수 있어,
,,,,,,,,,,,,8,B,글쿠나! 그러면 배양육은 인류에게 큰 도움이 될 거야,글쿠나
,,,,,,,,,,,,9,A,"그렇지, 그리고 배양육은 맛도 굿굿!",
,,,,,,,,,,,,10,B,레알? 맛있는 건가?,레알
,,,,,,,,,,,,11,A,"응, 맛도 좋고 영양도 풍부하단다!",
,,,,,,,,,,,,12,B,와 이제 배양육이 시장에서 더 많이 볼 수 있을까?,
,,,,,,,,,,,,13,A,그렇게 생각해! 이미 배양육 시장은 활발히 성장하고 있어,
,,,,,,,,,,,,14,B,렬루? 더 많은 사람들이 배양육을 먹으면 좋겠다,렬루
,,,,,,,,,,,,15,A,마좌 그러면 환경도 지킬 수 있고 동물들도 편안하게 살 수 있어,마좌
,,,,,,,,,,,,16,B,레알루다가 좋은 소식이네! 배양육을 더 많이 알리고 싶다,레알
125775,0089,여자,30,0118,남자,30,,,,과학 기술,"로보링크, AI 자율주행과 코딩 개념 학습",1,A,로보링크에서 AI 자율주행과 코딩 개념 학습이 가능한 로봇을 소개했어!,
,,,,,,,,,,,,2,B,와 짜짜 신기하다! 어떤 로봇인데?,짜짜
,,,,,,,,,,,,3,A,로보링크의 로봇은 주미라고 해! AI 자율주행 자동차야.,
,,,,,,,,,,,,4,B,주미라는 로봇이 머신러닝과 코딩을 배울 수 있는 거지?,
,,,,,,,,,,,,5,A,마좌 주미는 머신러닝 개념과 코딩을 배울 수 있는 기능이 있어.,마좌
,,,,,,,,,,,,6,B,"대박, 그럼 주미를 통해 AI 원리도 배울 수 있겠네!",
,,,,,,,,,,,,7,A,마좌 주미는 이미지 분류 모델과 색상 감지 모델을 학습할 수 있어.,마좌
,,,,,,,,,,,,8,B,소프트웨어를 따로 설치하지 않아도 되는 거야?,
,,,,,,,,,,,,9,A,ㅇㅋㅇㅋ 주미 내부에 탑재된 소프트웨어를 활용할 수 있어.,
,,,,,,,,,,,,10,B,로보링크의 로봇은 레알 흥미로워 보여!,레알
,,,,,,,,,,,,11,A,로보링크는 아이들에게 친근한 레고로 코딩 직접 체험도 제공하고 있어.,
,,,,,,,,,,,,12,B,그렇담 아이들이 코딩을 배우기에 더 흥미를 느낄 수 있겠네!,
,,,,,,,,,,,,13,A,마좌 로보링크의 로봇을 통해 코딩을 배우면서 자연스럽게 AI 원리도 습득할 수 있어.,마좌
,,,,,,,,,,,,14,B,로보링크의 로봇을 만나러 가보고 싶어!,
,,,,,,,,,,,,15,A,로보링크는 대한민국 교육박람회에서 다양한 방식으로 코딩 교육을 통한 AI 학습 플랫폼을 소개하고 있어.,
,,,,,,,,,,,,16,B,로보링크의 열기가 뜨거워 보이는구나!,
125042,0089,여자,30,0114,남자,30,,,,과학 기술,인공지능,1,A,안녕! 최근에 인공지능에 대해 들어봤어?,
,,,,,,,,,,,,2,B,"응, 인공지능은 요즘 핫한 주제야! 어떤 내용이야?",
,,,,,,,,,,,,3,A,캐나다 정부가 인공지능을 사용해서 온라인 상에서 인신매매를 감지하는 연구를 하고 있대!,
,,,,,,,,,,,,4,B,와 레알 대단한 기술이네! 근데 인신매매를 어떻게 감지하나?,레알
,,,,,,,,,,,,5,A,인공지능이 웹 크롤러를 사용해서 특정 경고 신호를 찾아내는 거래. 이모티콘이나 특정 키워드를 찾는다고 해!,
,,,,,,,,,,,,6,B,레전드다! 그러면 이 기술을 어떻게 활용하려고 하나?,
,,,,,,,,,,,,7,A,연구자들은 인신매매의 피해자를 찾아내기 위해 이 기술을 사용하려고 해. 이미 성공적인 결과를 얻었다고 하더라!,
,,,,,,,,,,,,8,B,렬루 대단한 일이야. 이런 기술이 더 많이 발전하면 범죄 예방에도 큰 도움이 될 것 같아!,렬루
,,,,,,,,,,,,9,A,맞아 그리고 이런 기술은 다른 분야에도 활용될 수 있을 거야. 예를 들면 어떤 분야가 있을까?,
,,,,,,,,,,,,10,B,음... 예를 들면 사회 문제나 경제 분야에서도 활용될 수 있을 것 같아!,
,,,,,,,,,,,,11,A,"마좌 그리고 IT, 과학 분야에서도 더 많은 발전이 있을 거야. 미래가 기대되는 분야 중 하나야!",마좌
,,,,,,,,,,,,12,B,글쿠나! 앞으로 더 많은 기술적인 발전을 기대해봐야겠다.,글쿠나
,,,,,,,,,,,,13,A,그래! 우리도 더 많이 관심을 가지고 알아보는 게 좋을 것 같아!,
,,,,,,,,,,,,14,B,"응, 그래! 인공지능은 우리 삶에 큰 영향을 줄 수 있는 기술이니까 많이 알아두는 게 좋을 거야.",
,,,,,,,,,,,,15,A,맞아 그러면 앞으로 더 많은 이야기를 나눠보자!,
,,,,,,,,,,,,16,B,웅웅 같이 알아가면서 더 재미있게 이야기 나눠보자!,
125698,0089,여자,30,0115,남자,30,,,,과학 기술,인공지능,1,A,택시 기사 주행 데이터 실시간 수집·분석결과 데이터 리포트로 파악,
,,,,,,,,,,,,2,B,와! 인공지능이 택시에 탑재되다니 레전드다!,
,,,,,,,,,,,,3,A,맞아! 이제 택시 운전자의 주행 습관을 AI가 분석하고 관리한대!,
,,,,,,,,,,,,4,B,그럼 교통약자들이 더 안전하게 택시를 이용할 수 있겠네!,
,,,,,,,,,,,,5,A,맞아! 교통약자 특별교통수단으로서의 택시 이용이 더 편리해질 거야.,
,,,,,,,,,,,,6,B,그러면 이제 택시 운전자들은 어떤 데이터를 분석하고 관리하게 되는 거야?,
,,,,,,,,,,,,7,A,"AI 안전운전 솔루션은 운전자의 과속, 급가속, 급감속, 안전거리, 차선 이탈, 차선 변경 등을 분석해.",
,,,,,,,,,,,,8,B,와! 그렇게 다양한 운전 습관을 분석해서 데이터 리포트로 제공하는 거구나!,
,,,,,,,,,,,,9,A,맞아! 그래서 운전자들은 맞춤형 교육을 받을 수 있게 돼!,
,,,,,,,,,,,,10,B,그럼 택시 운전자들의 운전 습관이 더 개선될 것 같아!,
,,,,,,,,,,,,11,A,그렇지! 택시를 이용하는 사람들에게 더 안전한 이동 수단을 제공할 수 있을 거야.,
,,,,,,,,,,,,12,B,이 솔루션이 김포시를 넘어 전국적으로 적용되면 좋겠다!,
,,,,,,,,,,,,13,A,맞아! 교통약자들에게 더 많은 도움을 줄 수 있을 거야.,
,,,,,,,,,,,,14,B,그리고 AI 기술이 더 발전하면 더 다양한 분야에 적용될 수 있을 것 같아!,
,,,,,,,,,,,,15,A,맞아! 인공지능은 우리 삶을 더 편리하게 만들어 줄 거야.,
,,,,,,,,,,,,16,B,앞으로 더 기대되는 기술이 많이 나올 것 같아!,
122371,0087,여자,30,0113,남자,30,,,,과학 기술,"게임업계, 모바일 게임, 역사 시뮬레이션",1,A,와 게임업계 스타PD 김태곤 상무가 엔드림에서 새로운 게임을 출시했대!,
,,,,,,,,,,,,2,B,짜짜? 그 게임 이름이 뭐임?,짜짜
,,,,,,,,,,,,3,A,이번에는 ONE이라는 모바일 게임이야. 광고 없이도 구글 플레이 매출 56위라고!,
,,,,,,,,,,,,4,B,박박이네! 김태곤 상무는 역사 시뮬레이션 장르에 뛰어들었구나.,박박
,,,,,,,,,,,,5,A,맞아 그리고 올해에는 창세기전이라는 시뮬레이션과 RPG조합 게임도 준비 중이래.,
,,,,,,,,,,,,6,B,와 엔드림은 게임 라인업이 엄청나네. 다른 시뮬레이션 게임도 기대된다!,
,,,,,,,,,,,,7,A,김태곤 상무는 게임뿐만이 아니라 동서양 역사와 전쟁에도 해박하다고 하더라.,
,,,,,,,,,,,,8,B,레알? 그러면 게임 속 역사적 배경도 정확하게 재현되겠구나.,레알
,,,,,,,,,,,,9,A,맞아 그래서 게임 속에서 역사적인 사건들을 직접 체험할 수 있어!,
,,,,,,,,,,,,10,B,이런 게임은 학습에도 도움이 되겠다. 재미있으면서도 배울 수 있으니까.,
,,,,,,,,,,,,11,A,맞아 게임을 하면서 역사적인 지식도 쌓을 수 있어서 굿굿!,
,,,,,,,,,,,,12,B,나도 김태곤 상무가 만든 게임을 한 번 해봐야겠다.,
,,,,,,,,,,,,13,A,ㅇㅋㅇㅋ 꼭 해봐! 김태곤 상무의 게임은 항상 재미있고 퀄리티가 높아.,
,,,,,,,,,,,,14,B,ㅇㅋ 추천해줘서 고마워!,
,,,,,,,,,,,,15,A,별말씀을요~ 언제든지 도움이 필요하면 말해줘!,
,,,,,,,,,,,,16,B,"고마워, 그러면 나중에 또 얘기하자!",
057385,0076,여자,20,0101,남자,20,,,,과학 기술,오픈 플랫폼,1,A,오픈 플랫폼이 무야?,무야
,,,,,,,,,,,,2,B,오픈 플랫폼은 다른 앱과 연결되는 플랫폼이야,
,,,,,,,,,,,,3,A,그러면 어떤 앱들이 연결되는 거야?,
,,,,,,,,,,,,4,B,예를 들면 핀테크 기업이나 스타트업 앱들이 연결돼,
,,,,,,,,,,,,5,A,그렇담 신한금융투자도 오픈 플랫폼을 만들 거야?,
,,,,,,,,,,,,6,B,"응, 신한금융투자가 오픈 플랫폼 사업자로 변신할 거야",
,,,,,,,,,,,,7,A,그럼 어떤 서비스를 제공하게 될까?,
,,,,,,,,,,,,8,B,신한금융투자의 증권 서비스를 누구나 자유롭게 이용할 수 있게 될 거야,
,,,,,,,,,,,,9,A,그렇담 서비스 개발은 어떻게 진행되는 거야?,
,,,,,,,,,,,,10,B,신한금융투자는 MSA 방식으로 서비스를 개발하고 클라우드에서 제공할 거야,
,,,,,,,,,,,,11,A,그렇게 되면 어떤 점에서 획기적인 개선이 있을까?,
,,,,,,,,,,,,12,B,서비스 개발과 장애 관리 측면에서 효율적인 개선이 예상돼,
,,,,,,,,,,,,13,A,그러면 신한금융투자는 얼마나 투자할 거야?,
,,,,,,,,,,,,14,B,신한금융투자는 앞으로 3년간 매년 당기 순이익의 10%를 투자할 거야,
,,,,,,,,,,,,15,A,멀티클라우드 기반의 차세대 ICT 시스템이라는 게 ㅁㅇ?,
,,,,,,,,,,,,16,B,멀티클라우드 기반의 시스템은 여러 클라우드를 이용해 ICT 시스템을 구축하는 거야,
019403,0051,여자,30,0113,남자,30,,,,과학 기술,로봇 바리스타,1,A,앞으로 로봇 카페가 흥할거래. 진짜야?,
,,,,,,,,,,,,2,B,그럴 거 같아. 요즘 많이 생기더라. 우리 회사에도 있어.,
,,,,,,,,,,,,3,A,커피 머신이랑 뭐가 달라?,
,,,,,,,,,,,,4,B,과정이 아예 달라. 인간 바리스타가 커피 내리는 거랑 똑같은 과정을 로봇이 하는 거라구.,
,,,,,,,,,,,,5,A,사람이 내리는 거랑 맛에 차이가 없을까? 레알?,레알
,,,,,,,,,,,,6,B,오히려 맛있어. 레시피 그대로 오차없이 만드니까! 실수 없이 정확한 맛ㅋㅋ,
,,,,,,,,,,,,7,A,아 그렇겠네. 앞으로 완전 뜨겠다. 커피 종류만 가능해?,
,,,,,,,,,,,,8,B,우리 회사에 있는 건 에이드 종류도 되더라. 메뉴가 17개야.,
,,,,,,,,,,,,9,A,로봇 바리스타는 백퍼 수입이겠지?,백퍼
,,,,,,,,,,,,10,B,ㄴㄴ. 우리나라 회사도 있어. 두산로보틱에서 열일 중. 이름이 '닥터 프레소'래.,열일
,,,,,,,,,,,,11,A,이름 멋지다. 맛잘알일 것 같음ㅋㅋ. 로봇 비싸겠지?,맛잘알
,,,,,,,,,,,,12,B,단돈 7500만 원이라구! 싸다 싸!,
,,,,,,,,,,,,13,A,기왕이면 한국 제품이 흥하면 좋겠다ㅋㅋ. 애국심ㅠㅠ,
