대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,4,B,그럴지도 모르지. 하지만 적어도 더 많은 여성들이 도전할 수 있는 기회를 만들어야지,
,,,,,,,,,,,,5,A,글쿠나. 그럼 이번 선거에서는 여성 후보들을 응원해야겠어!,글쿠나
,,,,,,,,,,,,6,B,그래 그래! 우리도 조금이라도 도움이 되야지,
,,,,,,,,,,,,7,A,여성 정치인들이 더 많아지면 레알루다가로 사회가 변할까?,레알
,,,,,,,,,,,,8,B,"잘 모르겠지만, 적어도 다양한 의견이 들어서 더 풍부한 사회가 될 것 같아",
,,,,,,,,,,,,9,A,맞아. 여성들도 자신의 목소리를 내고 더 많은 기회를 가져야 해,맞아
,,,,,,,,,,,,10,B,그러니까 우리도 더 많은 사람들에게 여성 후보들을 알리고 응원해야지,
,,,,,,,,,,,,11,A,글쿠나. 우리가 작은 힘을 모아서 더 나은 사회를 만들어가야지,글쿠나
,,,,,,,,,,,,12,B,맞아! 우리가 변화의 주역이 되어야겠어,맞아
,,,,,,,,,,,,13,A,그럼 이번 선거에서는 여성 후보들에 힘을 실어줘야겠어!,
,,,,,,,,,,,,14,B,응! 우리가 응원해주는 것만으로도 큰 힘이 될 거야,
,,,,,,,,,,,,15,A,그래! 함께 노력해서 더 나은 미래를 만들어가자,
,,,,,,,,,,,,16,B,완전 그래! 함께 힘을 모아서 세상을 바꿔보자!,
039272,0007,여자,20,0110,남자,20,,,,정치,미세플라스틱 특별법,1,A,요즘 갈수록 기후 변화가 겁내 심각해지는 것 같아.,겁내
,,,,,,,,,,,,2,B,그러게. 이러다가 지구가 정말 얼마 못버틸꺼야.,
,,,,,,,,,,,,3,A,관련해서 법이 언능 제정되어야 할 텐데. 관련한 법이 있나?,
,,,,,,,,,,,,4,B,우리나라에서 처음으로 미세플라스틱 저감과 관리를 위한 특별법이 발의됐대.,
,,,,,,,,,,,,5,A,그래? 누가 발의한 법안이야?,
,,,,,,,,,,,,6,B,더불어민주당 비례대표 이수진 의원이 6월 5일 대표 발의했대.,
,,,,,,,,,,,,7,A,이 법안은 어떤 내용의 법안이야?,
,,,,,,,,,,,,8,B,"특별법안에는 미세플라스틱을 물에 녹지 않는 5mm 이하의 고체플라스틱 입자로 정의하고 유출 방지, 수거 책임과 함께 저감을 위한 기술 개발 지원 근거 등이 담겼대.",
,,,,,,,,,,,,9,A,현재 우리나라에서 미세플라스틱 관련한 법안은 없는거야?,
,,,,,,,,,,,,10,B,"화장품이나 의약외품, 세정, 세탁제품 제조에 들어간 1차 미세플라스틱에 대한 사용 금지만 있을 뿐이래.",
,,,,,,,,,,,,11,A,근데 미세플라스틱은 어떤게 위험한 거야?,
,,,,,,,,,,,,12,B,5mm 이하로 잘게 부서진 미세플라스틱이 우리가 섭취하는 식품에서 결국 사람의 몸 속으로 다시 들어온다는거야. 그렇게 플라스틱을 먹는 거지.,
,,,,,,,,,,,,13,A,사람이 미세플라스틱을 얼마나 섭취하는데?,
,,,,,,,,,,,,14,B,"1주일 동안 신용카드 1장, 1달에 칫솔 1개랑 맞먹는 양이래.",
,,,,,,,,,,,,15,A,머박이네. 빨리 법안이 통과되서 실행되면 좋겠다.,머박
,,,,,,,,,,,,16,B,그러게. 하루라도 빨리 되어야 할 텐데.,
004784,0029,여자,30,0111,남자,30,,,,정치,규제과학혁신법 개정,1,A,규제과학혁신법이 최근에 개정됐다며? 어떻게 바뀐 건지 좀 알려줘.ㅋㅋ,
,,,,,,,,,,,,2,B,"규제과학혁신법은 식품이나 약 같은 제품이 안전한지 확인하기 위한 규제를 과학적으로 만든 법이야. 이번 개정으로 개발할 때부터 인허가에 필요한 기준이나 방법을 미리 살펴볼 수 있게 돼서, 새로운 기술로 만든 제품이 더 빨리 출시될 수 있게 된 거야.",
,,,,,,,,,,,,3,A,"오, 너 완전 잡학피디아네ㅋㅋ. 그럼 이번 개정으로 사회적으로 필요한 제품이 더 빨리 나올 수 있겠네?",잡학피디아
,,,,,,,,,,,,4,B,"맞아. 시급하게 필요한 제품들을 빨리 만들 수 있고, 코시국처럼 신종 감염병이 발생하면 치료제나 백신 개발도 빨라질 거야.",코시국
,,,,,,,,,,,,5,A,규제과학이라는 분야가 엄청 중요한 분야인 것 같네. 우리나라에 관련 학과가 있는 대학이 있어?,
,,,,,,,,,,,,6,B,"응. 현재 고려대, 경희대, 성균관대, 아주대, 중앙대, 동국대 등에서 규제과학과를 운영하고 있어. 2025년까지 석, 박사 졸업생 600여명을 배출할 예정이라 하더라고.",
,,,,,,,,,,,,7,A,"와, 그럼 규제과학 분야는 엄청 핫한 분야가 될 가능성이 큰 거네.",
,,,,,,,,,,,,8,B,"그럴 수도 있지ㅋㅋ. 이 분야가 핫해지면, 다른 과학기술 분야에도 좋은 영향을 줄 것 같아.",
,,,,,,,,,,,,9,A,그러면 이번 규제과학혁신법 개정이 우리 건강과 안전에는 어떤 영향을 줄까?,
,,,,,,,,,,,,10,B,식약처에서 이번 개정으로 국민의 건강과 안전을 더욱 철저히 관리할 거라고 말한 만큼 우리 건강과 안전에 큰 도움이 될 거야.,
,,,,,,,,,,,,11,A,나중에 이 법이 잘 시행되면 다른 분야로도 확대될 가능성이 있을까?,
,,,,,,,,,,,,12,B,"이 법이 성공적으로 시행되면, 다른 과학기술 분야의 규제를 혁신하는 데도 도움이 될 거야.",
,,,,,,,,,,,,13,A,그렇구나. 규제과학혁신법 개정 소식은 엄청 좋은 소식이었네!ㅋㅋ,
,,,,,,,,,,,,14,B,기술 발전 속도에 맞춰서 알잘딱하게 개정된 것 같아.ㅋㅋ,알잘딱
,,,,,,,,,,,,15,A,앞으로 코로나 같은 위기 상황 때 이 법 개정이 얼마나 효과를 보여줄지 기대된다.ㅋㅋ,
,,,,,,,,,,,,16,B,맞아. 이 법이 어떤 변화를 가져올지 지켜보는 것도 재밌을 것 같아.ㅋㅋ,
127602,0089,여자,30,0117,남자,30,,,,정치,도시·군계획시설,1,A,내년에 도시·군계획시설에 대한 변경이 있대,
,,,,,,,,,,,,2,B,ㄹㅇ? 어떤 변경이야?,
,,,,,,,,,,,,3,A,장기미집행 도시·군계획시설 결정 해제가 가능해지는 거래,
,,,,,,,,,,,,4,B,와 대박이네! 그럼 소유자가 결정 해제를 신청하면 되는 거야?,대박
,,,,,,,,,,,,5,A,ㅇㅇ 소유자가 신청하면 입안권자가 도시·군관리계획을 입안하게 돼,
,,,,,,,,,,,,6,B,그럼 입안권자가 특별한 반려사유가 없으면 결정 해제가 되는 거지?,
,,,,,,,,,,,,7,A,맞아 그렇게 돼,
,,,,,,,,,,,,8,B,이게 언제부터 시행되는 거야?,
,,,,,,,,,,,,9,A,내년 1월 1일부터 시행된다고 해,
,,,,,,,,,,,,10,B,그럼 소유자들이 기다리고 있을 거야,
,,,,,,,,,,,,11,A,그럴 것 같아,
,,,,,,,,,,,,12,B,이게 국토의 계획 및 이용에 관한 법률 시행령 개정안이라는 거지?,
,,,,,,,,,,,,13,A,맞아 그렇게 개정안이 입법예고됐어,
,,,,,,,,,,,,14,B,이런 법률 개정은 좋은 일이야,
,,,,,,,,,,,,15,A,ㅇㅋㅇㅋ 소유자들에게는 큰 도움이 될 거야,
,,,,,,,,,,,,16,B,앞으로 도시·군계획시설에 대한 결정 해제가 더 많이 이뤄지겠네,
063718,0015,여자,30,0117,남자,30,,,,정치,사우디 - '네옴시티' 건설,1,A,오늘 내 친구가 외국으로 떠났어,
,,,,,,,,,,,,2,B,그래? 어떤 나라로 떠났는데?,
,,,,,,,,,,,,3,A,사우디로 일하러 간다고 하더라,
,,,,,,,,,,,,4,B,그렇구나. 무슨 일을 하러 가는데?,
,,,,,,,,,,,,5,A,네옴시티 프로젝트에 참여한대. 그게 뭔지 알아?,
,,,,,,,,,,,,6,B,네옴시티는 사우디에서 건설 중인 신도시 프로젝트야.,
,,,,,,,,,,,,7,A,그래? 그건 왜 건설하게 된 거야?,
,,,,,,,,,,,,8,B,석유에 지나치게 의존하는 구조를 탈피하기 위해서 기획됐대.,
,,,,,,,,,,,,9,A,글쿤. 그건 언제 처음 발표된 프로젝트야?,글쿤
,,,,,,,,,,,,10,B,2017년 10월 24일에 사우디아라비아의 무함마드 빈 살만 알사우드 왕세자가 미래 투자 회의에서 발표했어,
,,,,,,,,,,,,11,A,아아. 근데 어떤 것들이 지어질 예정이야?,
,,,,,,,,,,,,12,B,여러 프로젝트가 있어. 그 중에서 트로제나는 초대형 산악 관광단지를 만드는 프로젝트야,
,,,,,,,,,,,,13,A,초대형이라니. 어떻게 만들어질지 궁금하다,
,,,,,,,,,,,,14,B,그러게 말야.ㅎ 나도 완성작이 넘나 궁금해,넘나
,,,,,,,,,,,,15,A,응응.ㅎ 그나저나 난 이제 쉬러 가볼게.ㅠ,
,,,,,,,,,,,,16,B,알았어! 푹 쉬고 좋은 하루 보내,
102378,0047,여자,30,0114,남자,30,,,,정치,미세플라스틱 특별법,1,A,요즘에 미세플라스틱 문제가 렬루 심각해.,렬루
,,,,,,,,,,,,2,B,웅. 진짜 다큐멘터리 보면 지못미더라.,지못미
,,,,,,,,,,,,3,A,그치. 바다 속은 더 심각해.,
,,,,,,,,,,,,4,B,그치. 더 늦기 전에 환경오염을 막아야하는데.,
,,,,,,,,,,,,5,A,근데 이번에 환경에 관한 국제 회의가 열렸다던데 어떤 문제를 다루고 있어?,
,,,,,,,,,,,,6,B,플라스틱 오염 문제를 해결하기 위해 모였어.,
,,,,,,,,,,,,7,A,회의는 언제 열린 거야?,
,,,,,,,,,,,,8,B,올해 6월 2일에 열린 정부 간 회의야.,
,,,,,,,,,,,,9,A,어떤 곳에서 열린 회의야?,
,,,,,,,,,,,,10,B,프랑스 파리 유네스코 본부에서 열렸어.,
,,,,,,,,,,,,11,A,그럼 여기엔 미세플라스틱 문제도 다루고 있어?,
,,,,,,,,,,,,12,B,웅. 미세플라스틱을 포함한 전반적인 플라스틱 문제를 다루고 있어.,
,,,,,,,,,,,,13,A,그렇구나. 얼른 협의가 끝나길.,
,,,,,,,,,,,,14,B,웅. 전지구적으로 관심이 필요한 문제야.,
,,,,,,,,,,,,15,A,우리도 환경에 많이 관심 가지자.,
,,,,,,,,,,,,16,B,나도 집에서 환경을 지킬 수 있는 방법을 고민해볼래.,
256023,0001,남자,20,0144,여자,20,,,,정치,청와대 관람 신청,1,A,청와대 관람 신청 너무 인기 있네 ㅋㅋ,와
,,,,,,,,,,,,2,B,응 그래서 관람 신청 했어?,
,,,,,,,,,,,,3,A,아니 근데 관람 신청이 연장됐대,
,,,,,,,,,,,,4,B,ㄹㅇ? 언제까지인데?,ㄹㅇ?
,,,,,,,,,,,,5,A,6월 11일까지야. 12일이 마감이래,
,,,,,,,,,,,,6,B,아 그럼 아직 가능하네 ㅎㅎ,
,,,,,,,,,,,,7,A,관람 신청은 어떻게 해야 되는 거야?,
,,,,,,,,,,,,8,B,"네이버, 카카오톡, 토스로 신청하면 돼",
,,,,,,,,,,,,9,A,네이버로 해볼게. 몇 명까지 신청 가능한 거야?,
,,,,,,,,,,,,10,B,"개인은 1~4명, 단체는 30~50명이 가능해",
,,,,,,,,,,,,11,A,다둥이 자녀 가족은 가족관계증명서를 가져가면 4인 이상도 가능하다네,
,,,,,,,,,,,,12,B,글쿠나. 국민 개방을 위한 좋은 기회네,글쿠나
,,,,,,,,,,,,13,A,그래. 청와대 개방에 대한 국민들의 관심이 높아서 기간을 연장한 거래,와
,,,,,,,,,,,,14,B,관람 시간과 인원은 기존과 같겠지?,
,,,,,,,,,,,,15,A,"응, 그렇대. 국민들의 쾌적한 관람 환경을 고려한 거래",그렇대
,,,,,,,,,,,,16,B,글쿠나. 내가도 빨리 신청해봐야겠다,글쿠나
082175,0089,여자,30,0114,남자,30,,,,정치,정부 정책,1,A,이번 정부 정책 ㅇㄸ?,
,,,,,,,,,,,,2,B,마음더하기에서 찾아봐,
,,,,,,,,,,,,3,A,마음더하기에는 어떤 정보가 있어?,
,,,,,,,,,,,,4,B,임신과 육아에 관련된 정책 정보를 제공해,
,,,,,,,,,,,,5,A,그래? 그럼 출산급여나 육아휴직에 대한 정보도 있겠네,
,,,,,,,,,,,,6,B,맞아! 그리고 정부 및 지자체의 다양한 지원 프로그램도 알려줘,
,,,,,,,,,,,,7,A,렬루다가 편리하게 정보를 한 곳에서 얻을 수 있겠다,렬루
,,,,,,,,,,,,8,B,마음더하기는 한 번 방문으로 모든 정보를 얻을 수 있어,
,,,,,,,,,,,,9,A,그럼 어떻게 신청하고 서비스를 받을 수 있을까?,
,,,,,,,,,,,,10,B,마음더하기에서 신청 및 서비스 제공기관 정보를 확인할 수 있어,
,,,,,,,,,,,,11,A,글쿠나. 그럼 나중에 한 번 찾아봐야겠어,글쿠나
,,,,,,,,,,,,12,B,꼭 찾아봐! 유용한 정보들이 많을 거야,
,,,,,,,,,,,,13,A,알겠어. 고마워!,
,,,,,,,,,,,,14,B,별말씀을요~,
,,,,,,,,,,,,15,A,정부 정책에 대해 더 알고 싶은데 다른 사이트 추천해줄래?,
,,,,,,,,,,,,16,B,다른 사이트는 잘 모르는데 찾아보는거 ㅇㄸ? 신문이나 뉴스 보는거 추천!,
109236,0078,여자,20,0102,남자,20,,,,정치,서울3호선 연장,1,A,이번에 서울3호선 연장 사업에 대한 업무협약이 체결됐대!,
,,,,,,,,,,,,2,B,레알? 서울3호선이 어디까지 연장되는 거야?,레알
,,,,,,,,,,,,3,A,"수원, 용인, 성남까지 연장하는 거래!",
,,,,,,,,,,,,4,B,와우내 그럼 수도권중에 남부지역 교통문제가 해결될 것 같은데!,와우내
,,,,,,,,,,,,5,A,그래! 이재명 지사도 신속한 사업 진행을 강조했어.,
,,,,,,,,,,,,6,B,그럼 경기도와 3개 시가 공동으로 대응한다는 거지?,
,,,,,,,,,,,,7,A,"응, 그렇다고 해!",
,,,,,,,,,,,,8,B,그럼 이번 협약으로 서울3호선 연장이 효율적으로 이루어질 거야?,
,,,,,,,,,,,,9,A,그렇게 되길 바라지! 도와 3개 시간 협력해서 노력할 거래.,
,,,,,,,,,,,,10,B,그래서 협약서에는 어떤 내용이 들어가 있어?,
,,,,,,,,,,,,11,A,서울시 용역에 대한 대응이랑 용서고속도로 주변 교통정체 해소를 위한 도움이 주요 내용이래.,
,,,,,,,,,,,,12,B,그럼 의견 조율이나 행정지원은 어떻게 이루어지는 거야?,
,,,,,,,,,,,,13,A,의견 차이나 추가 협의 사항이 있으면 실무협의회를 통해 조정할 수 있대.,
,,,,,,,,,,,,14,B,글쿠나. 협약서에는 더 자세한 내용이 들어가 있을까?,글쿠나
,,,,,,,,,,,,15,A,협약서의 해석상 의견차가 있거나 추가 협의 사항이 필요한 경우에는 실무협의회를 통해 조정토록 했대.,
,,,,,,,,,,,,16,B,알겠어. 그럼 이번 협약으로 서울3호선 연장 사업이 원활히 진행되길 바라자!,
063386,0015,여자,30,0113,남자,30,,,,정치,쌍둥이 임신 땐 태아당 100만원씩 지원,1,A,나 요즘 고민이 있어,
,,,,,,,,,,,,2,B,무슨 고민인데? 일단 말해봐,
,,,,,,,,,,,,3,A,요즘 물가가 넘 올라서... 완전 텅장이야.ㅠ,텅장
,,,,,,,,,,,,4,B,그건 그래. 나도 넘나 스트레스야.,넘나
,,,,,,,,,,,,5,A,"이제 곧 아이도 가질건데, 아이 가지면 정부에서 지원해주는 거 있나?",
,,,,,,,,,,,,6,B,"응. 임신하면 임신, 출산 바우처 지원해주더라!",
,,,,,,,,,,,,7,A,그래? 그건 얼마나 지원해주는건데?,
,,,,,,,,,,,,8,B,태아 1명당 100만원씩 지원해주는 거야,
,,,,,,,,,,,,9,A,너무 좋다.ㅎ 그럼 다둥이인 경우엔 어떻게 돼?,
,,,,,,,,,,,,10,B,"쌍둥이의 경우엔 200만원, 3쌍둥이인 경우엔 300만원이야.",
,,,,,,,,,,,,11,A,원래도 이렇게 지원을 했었어?,
,,,,,,,,,,,,12,B,"아니. 쌍둥이의 경우엔 일괄 140만원이었는데, 이번에 더 늘어난거야",
,,,,,,,,,,,,13,A,넘 잘됐다. 쌍둥이 있는 집은 부담이 클텐데,
,,,,,,,,,,,,14,B,그러니깐.ㅎㅎ 이제 부담이 좀 덜어질듯,
,,,,,,,,,,,,15,A,맞아.ㅎㅎ 그럼 난 약속이 있어서 이만 나가볼게,
,,,,,,,,,,,,16,B,알았어. 즐거운 시간 보내고 와,
256033,0001,남자,20,0147,여자,20,,,,정치,카니예 웨스트,1,A,카니예 웨스트 대통령 출마 오우예 씨몬이네 ㅋㅋ,오우예 씨몬
,,,,,,,,,,,,2,B,짜짜? 그럼 대통령 노린 거야?,짜짜
,,,,,,,,,,,,3,A,"음, 그런 것 같더라. 근데 아직 등록은 안 했대",
,,,,,,,,,,,,4,B,등록 안 했으면 출마 못하잖아 ㅋㅋ,
,,,,,,,,,,,,5,A,맞아 그래서 아직은 불확실한 상황이야,맞아
,,,,,,,,,,,,6,B,그럼 왜 선언했지? 이해가 안 가네,
,,,,,,,,,,,,7,A,아마도 홍보를 위해서지. 앨범 발표와 같이,와
,,,,,,,,,,,,8,B,글쿠나. 그럼 저런 이유로 지지도 많을 거 같은데,글쿠나
,,,,,,,,,,,,9,A,웅웅 많은 팬들이 응원하고 있어,웅웅
,,,,,,,,,,,,10,B,"신의 나라 앨범도 좋아하는데, 정치에도 재미를 더하네",
,,,,,,,,,,,,11,A,마좌 그런 음악가가 정치에 나와도 흥미로울 것 같아,마좌;와
,,,,,,,,,,,,12,B,하지만 대선까지는 아직 4개월 남았으니까 더 지켜보자,
,,,,,,,,,,,,13,A,웅웅 그때까지 어떤 일이 벌어질지 모르겠지만,웅웅
,,,,,,,,,,,,14,B,어쩌면 실제로 출마할지도 몰라. 기대해보자,
,,,,,,,,,,,,15,A,웅웅 ㅎㅇㅌ 카니예 웨스트!,ㅎㅇㅌ;웅웅
,,,,,,,,,,,,16,B,힘! 미국 대통령 카니예 웨스트 힘!,힘!
002385,0031,여자,20,0103,남자,20,,,,정치,누누 티비 방지법 발의,1,A,요즘 주말마다 집콕하면서 집에서 영화 다시보는데 너무 편하고 좋더라 ㅋㅋ,집콕
,,,,,,,,,,,,2,B,그게 편하긴 하지 ㅋㅋ 스트리밍으로 보는거야?,
,,,,,,,,,,,,3,A,응 ㅋㅋ그런데 요즘 스트리밍 사이트 구독비용이 비싸서 너무 고민이야ㅠ 무료로 보는사이트 없나?,
,,,,,,,,,,,,4,B,무료로 보는 스트리밍 사이트는 불법이 많지않아? 이번에도 누누티비 없어졌잖아 ㅋㅋ,
,,,,,,,,,,,,5,A,누누티비? 처음 들어보는 데 그게 뭐야?,
,,,,,,,,,,,,6,B,해외에 소재지 두고 대한민국에 무료스트리밍 제공하던 대형 불법 스트리밍 사이트야 ㅋㅋ 거기서 본 사람들 많을껄?,
,,,,,,,,,,,,7,A,아 진짜? 듣고보니 나도 관련 법이 발의됐다곤 했던게 기억나! 근데 어떤 내용인지는 정확힌 잘 모르겠더라고 ㅋㅋ,
,,,,,,,,,,,,8,B,"누누티비 3법이라고 불법 스트리밍 사이트 문제도 막고, 광고 수입원도 차단시키는 법이 발의됐대 ㅋㅋ 나도 이번에 알게됐어~",
,,,,,,,,,,,,9,A,와 박박이네 ㅋㅋ 근데 원래 관련 법이 없었나? 왜 이번에 또 발의가 된거래?,박박
,,,,,,,,,,,,10,B,보통 사이트 소재지가 해외에 있어 운영진 검거가 힘들잖아 ㅋㅋ 그런부분 고려해서 처벌수준도 강화하자는 의미지 뭐~ 불법 수익도 방지하는 의미도 있고!,
,,,,,,,,,,,,11,A,그렇구나 ㅋㅋ 근데 스트리밍 사이트인데 어떻게 불법수익을 얻을 수 있는거야?,
,,,,,,,,,,,,12,B,보통 사이트에 배너광고 같은거 뜨잖아? 그게 주 수입원이라드라 ㅋㅋ 최소 300억대로 추산된다는 기사도 봤어.. 대단하지 않아?,
,,,,,,,,,,,,13,A,와.. 머선129 ? 진짜 수입원이 많기도 하네 ㅋㅋ,머선129
,,,,,,,,,,,,14,B,그치?ㅋㅋ 그리고 저작권 문제도 있으니 그런 사이트들은 없어져야지 ㅋㅋ 난 이번 법 발의된게 맞다고 생각함,
,,,,,,,,,,,,15,A,그건 나도 인정.. 그런 김에 그냥 보던 스트리밍 사이트 구독료 내러 가야겠어 ㅋㅋ,
,,,,,,,,,,,,16,B,응응 ㅋㅋ 마음편하게 구독료 내고 정당하게 봐 ㅋㅋ 나도 그러고 있어!,
024664,0047,여자,30,0117,남자,30,,,,정치,미세플라스틱 특별법,1,A,주말에 뭐 하면서 쉬고 있니.ㅎㅎ,
,,,,,,,,,,,,2,B,난 다큐멘터리 처돌이잖아. ㅋㅋ 환경 다큐 보는 중.ㅋㅋ,처돌이
,,,,,,,,,,,,3,A,나도 얼마 전에 환경관련한 다큐 봤는데 렬루 심각하더라.,렬루
,,,,,,,,,,,,4,B,웅. ㅜㅜ 환경오염문제 너무나 심각한 거 같아.,
,,,,,,,,,,,,5,A,듣기로는 세탁하면서 미세 플라스틱이 엄청 나온다던데?,
,,,,,,,,,,,,6,B,ㅇㅇ. 미세플라스틱 발생량의 35%는 세탁과정에서 배출된다고 알려져있어.,
,,,,,,,,,,,,7,A,우리나라에서는 미세플라스틱과 관련한 법 없음?,
,,,,,,,,,,,,8,B,이번에 미세플라스틱의 오염을 강력하게 규제하는 특별법안이 발의됐어. 세탁기에 미세플라스틱을 거르는 장치를 달아야해.,
,,,,,,,,,,,,9,A,그러면 세탁기에서 나오는 미세플라스틱만 관리하는거야?,
,,,,,,,,,,,,10,B,그밖에도 미세플라스틱이 안전기준 이상으로 들어있는 제품의 제조나 수입 판매도 금지 돼!,
,,,,,,,,,,,,11,A,다른 나라에서도 이렇게 미세플라스틱과 관련된 법안이 있어?,
,,,,,,,,,,,,12,B,ㅇㅇ. 프랑스는 2025년 1월부터 자국내에서 출시되는 세탁기에 미세플라스틱을 거를 수 있는 필터를 부착하도록 확정됐어.,
,,,,,,,,,,,,13,A,오홍. ㅋㅋ 그러면 바다로 유입되는 걸 막을 수 있겠다.,
,,,,,,,,,,,,14,B,ㅇㅇ. 우리나라도 얼른 미세플라스틱 특별법이 공포됐으면 좋겠다.ㅠㅠ,
,,,,,,,,,,,,15,A,응. 환경오염 정말 심각해.,
,,,,,,,,,,,,16,B,응. 이번 법으로 환경오염이 조금이라도 개선됐으면.ㅠㅠ,
104334,0046,여자,30,0112,남자,30,,,,정치,유학생 교육경쟁력 제고방안 발표,1,A,요즘에 진짜 인구 부족 심각해.,
,,,,,,,,,,,,2,B,그치. 젊은 인구는 더 렬루 심각하지.,렬루
,,,,,,,,,,,,3,A,자연스럽게 지역 인재도 사라지겠농. ㅜㅜ,
,,,,,,,,,,,,4,B,웅. 진짜 너무 걱정이야.,
,,,,,,,,,,,,5,A,근데 유학생 육성 계획 같은 건 없어?,
,,,,,,,,,,,,6,B,안그래도 유학생 교육 경쟁력 제고 방안에 대한 브리핑이 있었어.,
,,,,,,,,,,,,7,A,근데 우리나라 유학생은 대부분 어떤 계열이야?,
