대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,16,B,조선국진경에도 조지서에 대한 언급이 있었구나. 한지는 렬루다가 대단한 전통이야!,렬루
002704,0008,남자,40,0168,여자,40,0129,남자,40,문화 생활 및 여가,제10회 춘천영화제,1,A,유튜브에서 춘천 영화제 영상 봤는데. 나 처음 들어본 것 같음. ㅋㅋ,
,,,,,,,,,,,,2,B,그거 꽤 유명하던데. 영화배우들 많이 참석하던데. ㅎ,
,,,,,,,,,,,,3,C,맞아. 벌써 10주년이라네. 너만 모른 거야. ㅋ,
,,,,,,,,,,,,4,A,아. 10주년. 겁내 오래됐네. ㅋㅋ 도대체 이 영화제는 어떤 영화들이 출품되는 거야?,겁내
,,,,,,,,,,,,5,B,춘천영화제는 독립영화 중심의 영화제로 알고 있어.,
,,,,,,,,,,,,6,C,사회의 여러 측면을 반영하는 신선한 주제의 영화들이 중심이라고 하더라. ㅎ,
,,,,,,,,,,,,7,A,영화제니까 순위도 매기고 상금도 주는 건가? ㅋㅋ,
,,,,,,,,,,,,8,B,심사를 거쳐서 16편의 작품을 선정한대. ㅎ,
,,,,,,,,,,,,9,C,1위는 상금 700만원이라더라. ㅋㅋ,
,,,,,,,,,,,,10,A,독립영화라 그런가 보다. ㅎ 춘천 어디에서 언제까지 개최된대? 궁금하긴 하네.,
,,,,,,,,,,,,11,B,일단 9월 7일부터 11일까지 5일밖에 안 한대. ㅋ,
,,,,,,,,,,,,12,C,기사에는 남춘천 메가박스에서 한다더라.,
,,,,,,,,,,,,13,A,5일이면 주말 끼고 춘천 여행 가서 영화도 보면 좋겠다. ㅎㅎ,
,,,,,,,,,,,,14,B,맞아. 가을밤에 보는 영화는 더 꿀잼이지. ㅋ,꿀잼
,,,,,,,,,,,,15,C,밤엔 영화 보고 낮엔 여행하고. 진짜 나도 가고 싶다. ㅎ,
,,,,,,,,,,,,16,A,근데 춘천 영화제 포스터가 특이하더라. 무슨 의미인지 아니?,
,,,,,,,,,,,,17,B,춘천의 ㅊㅊ이랑 기차여행의 ㅊㅊㅍㅍ을 형상화해서 기차여행의 느낌으로 만든 거래. ㅎ,
,,,,,,,,,,,,18,C,그래서 색깔도 영화제의 메인 컬러인 청록색 위주로 만들었대. ㅋ 낭만적인 춘천 느낌도 오는 듯.,
,,,,,,,,,,,,19,A,와. 그렇게 생각하니 정말 잘 만들었는걸. 아무래도 영화제인데 영화배우 누가 나올지도 궁금한데. ㅎ,
,,,,,,,,,,,,20,B,"기사에서 보니까 이준기나 박중훈, 최희서 같은 배우들이 온다고 하더라.",
,,,,,,,,,,,,21,C,저 배우들이랑 이준익 감독이라고 유명한 감독도 와서 관객들과의 대화에 참석한다네. ㅎㅎ,
,,,,,,,,,,,,22,A,우와. 나도 좋아하는 감독인대. 잘 됐다. 궁금해지는 걸. ㅎ,
,,,,,,,,,,,,23,B,맞아. 이번 영화제 때 한번 관람하고 싶은 마음이 뿜뿜 해지는 걸. ㅋㅋ,뿜뿜
,,,,,,,,,,,,24,C,ㅋㅋ 시간 한번 내야겠는걸. 난 일주일은 안 되더라도 하루라도 가고파. ㅎㅎ,
014760,0075,여자,20,0101,남자,20,,,,문화 생활 및 여가,요리,1,A,요즘에는 음식이 다 비닐하우스에서 재배되니까 맛있는 음식을 먹을 수 있어,
,,,,,,,,,,,,2,B,맞아! 그래서 요리하는 사람들이 많아진 거야,
,,,,,,,,,,,,3,A,그래서 이번에 나온 요리책에는 애호박과 가지로 만들 수 있는 요리가 소개되어 있어,
,,,,,,,,,,,,4,B,애호박과 가지로 만들 수 있는 요리가 어떤 거야?,
,,,,,,,,,,,,5,A,가지는 껍질이 얇고 육질이 연한 걸 골라야 해. 색이 선명하고 윤기가 나면 좋아,
,,,,,,,,,,,,6,B,그러면 씨가 여물지 않고 꼭지를 떼어냈을 때 흰 부분이 많은 게 싱싱한 거지?,
,,,,,,,,,,,,7,A,맞아! 야들야들한 질감으로 군침을 돋우는 애호박은 꼭지 주변이 들어가 있고 크기에 비해 무거운 걸 골라야 해,
,,,,,,,,,,,,8,B,연두색이면서 작고 윤기가 흐르는 걸 선택하면 되겠네,
,,,,,,,,,,,,9,A,가지는 열을 식히는 효과가 있어 화내는 사람들이 먹으면 좋고 칼륨이 많아 소금을 지나치게 먹었을 때 문제를 중화시켜 줘,
,,,,,,,,,,,,10,B,그래서 땀띠를 없애고 빈혈을 완화하는 데도 도움이 되는 거지?,
,,,,,,,,,,,,11,A,맞아! 애호박은 늙은 호박에 비해 비타민이 많고 속을 보호해줘,
,,,,,,,,,,,,12,B,그래서 애호박도 많이 먹으면 좋은 거지?,
,,,,,,,,,,,,13,A,그래! 애호박도 많이 먹으면 좋아,
,,,,,,,,,,,,14,B,그러면 이번에 나온 요리책에는 애호박과 가지로 만들 수 있는 요리가 어떤 거야?,
,,,,,,,,,,,,15,A,이번에 나온 요리책에는 애호박과 가지로 만들 수 있는 요리 4가지가 소개되어 있어,
,,,,,,,,,,,,16,B,그러면 나도 한 번 만들어 봐야겠다,
033761,0085,여자,20,0108,남자,20,,,,문화 생활 및 여가,오디오북,1,A,오디오북들어봄?,
,,,,,,,,,,,,2,B,"응, 최근에 오디오북에 푹 빠졌어!",
,,,,,,,,,,,,3,A,짜짜? 어떤 장르를 주로 듣는 거야?,짜짜
,,,,,,,,,,,,4,B,"주로 소설이나 판타지 장르를 듣는데, 너는?",
,,,,,,,,,,,,5,A,나는 주로 자기계발이나 비즈니스 관련 오디오북을 들어.,
,,,,,,,,,,,,6,B,그런 거에 관심이 있어? 나는 좀 쉬운 이야기가 좋아.,
,,,,,,,,,,,,7,A,그래? 그렇게 생각하면 어린이용 오디오북도 좋을 것 같은데.,
,,,,,,,,,,,,8,B,어린이용 오디오북도 있는 거야? 어떤 내용이 들어있어?,
,,,,,,,,,,,,9,A,예스24가 어린이날을 맞아 '우리 가족 오디오북 만들기 챌린지'를 했대.,
,,,,,,,,,,,,10,B,오디오북을 직접 녹음한 챌린저들이 어린이들에게 선물 받았다는 거지?,
,,,,,,,,,,,,11,A,맞아! 총 8명의 챌린저가 아이들을 위해 특별한 오디오북을 만들었어.,
,,,,,,,,,,,,12,B,그래서 어떤 책을 선택했어?,
,,,,,,,,,,,,13,A,세 가지 책 중 하나를 선택해서 사연과 같이 응모했어.,
,,,,,,,,,,,,14,B,오디오북을 만들 때 자녀들에게 보내는 메시지도 같이 담았다니 참 따뜻하고 좋은 아이디어네.,
,,,,,,,,,,,,15,A,맞아 아이들에게 특별한 선물이 될 거야.,
,,,,,,,,,,,,16,B,오디오북을 들으면서 아이들과 같이 좋은 시간 보내고 싶어.,
157779,0087,남자,30,0158,여자,30,0114,남자,30,문화 생활 및 여가,조명희,1,A,조명희 작가에 대해 들어봄?,봄
,,,,,,,,,,,,2,B,"응, 그 작가는 고려인 문학의 아버지라고 불리더라",
,,,,,,,,,,,,3,C,고려인 문학이라면 그 작가의 작품은 어떤 거야?,
,,,,,,,,,,,,4,A,그 작가의 소설 중에 '낙동강'이라는 작품이 있어,
,,,,,,,,,,,,5,B,낙동강? 그 작품은 어떤 이야기야?,
,,,,,,,,,,,,6,C,낙동강은 잃어버린 조국을 그리며 고뇌하는 지식인의 이야기야,
,,,,,,,,,,,,7,A,그 작가는 어디에서 활동했던 거야?,
,,,,,,,,,,,,8,B,그 작가는 우즈베키스탄에서 활동했어,
,,,,,,,,,,,,9,C,우즈베키스탄에서 만나는 일은 어렵지 않았을 것 같아,
,,,,,,,,,,,,10,A,그 작가의 기념실도 우즈베키스탄에 있는 거야?,
,,,,,,,,,,,,11,B,"응, 타슈켄트 시내에 조명희 기념실이 있어",
,,,,,,,,,,,,12,C,기념실에는 어떤 것들이 전시되어 있을까?,
,,,,,,,,,,,,13,A,기념실에는 작가의 흉상과 소설 '낙동강'의 일부가 전시되어 있어,
,,,,,,,,,,,,14,B,그러면 기념실에 가면 작가의 삶과 작품에 대해 더 알 수 있겠네,
,,,,,,,,,,,,15,C,여행 후에는 조명희에 관한 책을 읽어봐야겠어,
,,,,,,,,,,,,16,A,읽어보면서 사진들도 다시 펼쳐봐야겠어,
,,,,,,,,,,,,17,B,사진 속에서 익숙한 작품을 발견했다고?,
,,,,,,,,,,,,18,C,그러면 그 작품은 뭐였어?,
,,,,,,,,,,,,19,A,"푸른 편지'였어, 초등학교 때 배웠던 동요 가사가 아닌가 봐",
,,,,,,,,,,,,20,B,그 작품을 보면서 어떤 기억이 떠오르는구나,
,,,,,,,,,,,,21,C,그 작가의 작품은 짜짜 다양하고 흥미로워 보여,짜짜
,,,,,,,,,,,,22,A,읽어보면서 그 작가의 시대적 혼란기를 느껴볼까?,
,,,,,,,,,,,,23,B,그러면 우리도 조명희 작가의 세계로 여행을 떠나볼까?,
,,,,,,,,,,,,24,C,웅웅 조명희 작가의 세계로 함께 여행을 떠나자!,웅웅
083040,0093,여자,30,0117,남자,30,,,,문화 생활 및 여가,MZ세대,1,A,MZ세대에 대한 책이 나왔어!,
,,,,,,,,,,,,2,B,레알? 어떤 내용이야?,레알
,,,,,,,,,,,,3,A,중국 MZ세대의 경제·사회적 특성을 분석한 거래.,
,,,,,,,,,,,,4,B,MZ세대는 밀레니얼세대와 Z세대를 의미하잖아.,
,,,,,,,,,,,,5,A,맞아 밀레니얼세대와 Z세대를 포괄하는 거래.,
,,,,,,,,,,,,6,B,MZ세대는 중국에서도 중요한 거야?,
,,,,,,,,,,,,7,A,ㅇㅋㅇㅋ 중국 MZ세대의 특성을 분석한 책이야.,
,,,,,,,,,,,,8,B,중국은 MZ세대를 어떻게 구분하나?,
,,,,,,,,,,,,9,A,"중국은 바링허우, 주링허우, 링링허우로 구분해.",
,,,,,,,,,,,,10,B,MZ세대와 중국의 계층 구분이 일치하다니 신기하네.,
,,,,,,,,,,,,11,A,마좌 공교롭게도 일치하더라고.,마좌
,,,,,,,,,,,,12,B,중국은 가족계획 정책을 강력하게 실행했었지?,
,,,,,,,,,,,,13,A,마좌 1가정 1자녀 정책을 32년간 실행했어.,마좌
,,,,,,,,,,,,14,B,그래서 중국의 인구 구성이 어떻게 됐어?,
,,,,,,,,,,,,15,A,현재 중국 인구의 12.7%를 차지하고 있어.,
,,,,,,,,,,,,16,B,독생자녀로 자라난 인구가 많은 거구나.,
016037,0076,여자,20,0110,남자,20,,,,문화 생활 및 여가,"한국, K팝, 드라마, 현대미술",1,A,한국은 K팝과 드라마로 핫해.,핫하다
,,,,,,,,,,,,2,B,맞아! 그리고 현대미술도 대단해.,
,,,,,,,,,,,,3,A,한국의 문화는 세계적으로 인정받고 있어.,
,,,,,,,,,,,,4,B,그래서 세계가 한국에 관심을 갖고 있지.,
,,,,,,,,,,,,5,A,한국에서는 창의적인 트렌드가 많이 나오는 것 같아.,
,,,,,,,,,,,,6,B,맞아! 그래서 럭셔리 산업도 성장하고 있어.,
,,,,,,,,,,,,7,A,한국은 아시아 시장에서 큰 영향력을 가지고 있어.,
,,,,,,,,,,,,8,B,한국의 K팝과 드라마는 전세계에서 사랑받고 있지.,
,,,,,,,,,,,,9,A,한국에는 많은 관광 명소도 있어.,
,,,,,,,,,,,,10,B,그래서 많은 사람들이 한국을 방문하고 있지.,
,,,,,,,,,,,,11,A,한국의 문화 생활은 짜짜 다양하고 흥미로워.,짜짜
,,,,,,,,,,,,12,B,맞아! 한국에서는 항상 놀 거리가 많아.,
,,,,,,,,,,,,13,A,한국의 스포츠와 E-스포츠도 인기가 많아.,
,,,,,,,,,,,,14,B,그래서 많은 사람들이 스포츠 경기를 관람하러 가지.,
,,,,,,,,,,,,15,A,한국은 렬루 멋진 나라야.,렬루
,,,,,,,,,,,,16,B,그래! 한국에 가보고 싶어.,
097830,0075,여자,20,0108,남자,20,,,,문화 생활 및 여가,체험서비스,1,A,헬롱! 오늘 뭐해?,
,,,,,,,,,,,,2,B,ㅎㅇㅎㅇ! 나는 박물관에 가려고 해,
,,,,,,,,,,,,3,A,박물관? 왜?,
,,,,,,,,,,,,4,B,체험서비스를 하기 때문에!,
,,,,,,,,,,,,5,A,체험서비스? 뭘 체험해?,
,,,,,,,,,,,,6,B,실감기술을 접목한 새로운 콘텐츠를 체험할 수 있어,
,,,,,,,,,,,,7,A,와! 그럼 어떤 콘텐츠가 있어?,
,,,,,,,,,,,,8,B,"외벽 영상, 프로젝션맵핑, 대화형 매체 등이 있대",
,,,,,,,,,,,,9,A,레알 실감나는 거야?,레알
,,,,,,,,,,,,10,B,응! 고해상도 영상과 인공지능도 사용하거든,
,,,,,,,,,,,,11,A,관람객들에게 다양한 체험서비스를 제공하려는 거구나,
,,,,,,,,,,,,12,B,맞아! 공모를 통해 22개관에서 제작된다고 해,
,,,,,,,,,,,,13,A,내년부터 체험할 수 있겠네,
,,,,,,,,,,,,14,B,맞아! 기대돼!,
,,,,,,,,,,,,15,A,나도 가보고 싶어!,
,,,,,,,,,,,,16,B,같이 가자!,
020344,0077,여자,20,0102,남자,20,,,,문화 생활 및 여가,부코페,1,A,부코페에서 숏박스 팀이 대상을 받았다.,
,,,,,,,,,,,,2,B,와! 짜짜 레게노다ㅋㅋ,레게노;짜짜
,,,,,,,,,,,,3,A,그래! 숏박스는 항상 웃음을 주는데 대상을 받다니 대단내!,
,,,,,,,,,,,,4,B,부코페는 렬루 재미있는 행사인 것 같아,렬루
,,,,,,,,,,,,5,A,맞아! 부코페에서는 다양한 코미디 공연을 볼 수 있어,
,,,,,,,,,,,,6,B,그러면 꼭 한 번 가봐야겠다,
,,,,,,,,,,,,7,A,응! 부코페에 가면 웃음 가득한 시간을 보낼 수 있을 거야,
,,,,,,,,,,,,8,B,부산에서 개최되는 다른 페스티벌도 가보고 싶다,
,,,,,,,,,,,,9,A,부산에는 다양한 페스티벌이 많이 있어서 레알루다가 좋아,레알
,,,,,,,,,,,,10,B,부산에서는 여행과 문화를 동시에 즐길 수 있겠다,
,,,,,,,,,,,,11,A,맞아! 부산은 관광 명소도 많고 문화 생활도 풍부해,
,,,,,,,,,,,,12,B,부산에 가면 꼭 숏박스 공연도 보고 싶다,
,,,,,,,,,,,,13,A,좋은 생각이야! 숏박스 공연은 항상 웃음을 주니까,
,,,,,,,,,,,,14,B,그리고 여행이나 공연 후에는 맛있는 음식도 먹고 싶다,
,,,,,,,,,,,,15,A,부산에는 맛있는 해산물이 많아서 식도락도 즐길 수 있어,
,,,,,,,,,,,,16,B,부산 여행을 계획해보자! 숏박스도 보고 맛있는 음식도 먹자,
089404,0066,여자,40,0127,남자,40,,,,문화 생활 및 여가,요시다 유니 한국 개인전,1,A,너 요시다 유니 좋아한다고 했지?,
,,,,,,,,,,,,2,B,ㅇㅇ 좋아해~ 왜? 새로운 작품 공개 됐어?,
,,,,,,,,,,,,3,A,아니... 더 좋은 소식일 수 있어. ㅎㅎ 한국에서 하는 개인전 소식이거든.,
,,,,,,,,,,,,4,B,우와~ 짜짜 좋은 소식이네. 언제 하는 거야?,짜짜
,,,,,,,,,,,,5,A,이미 5월 24일부터 하고 있더라고.,
,,,,,,,,,,,,6,B,"앗, 나 왜 몰랐지. 팬으로서 부끄럽구만.",
,,,,,,,,,,,,7,A,열공하느라 몰랐겠지. ㅎㅎ 그래도 알게 되었으니 꼭 가봐.,열공
,,,,,,,,,,,,8,B,ㅇㅇ 그래야지. 어느 전시관에서 하는 거야?,
,,,,,,,,,,,,9,A,석파정 서울미술관. 부암동에 있어.,
,,,,,,,,,,,,10,B,아하. 좀 멀긴 하지만 꼭 가야겠다. 혹시 주차도 가능해?,
,,,,,,,,,,,,11,A,응 평일은 2시간 무료 주차 가능하대. 주말은 1시간 30분 가능하고.,
,,,,,,,,,,,,12,B,무료 주차 시간 줘서 좋네. 혹시 전시회 티켓은 얼마 정도 하는 지 알아?,
,,,,,,,,,,,,13,A,"응 성인은 2만원, 학생은 1만5천원이야.",
,,,,,,,,,,,,14,B,아하ㅎ 주말에 데이트겸 엄마 찬스로 가야지~ ㅋㅋ,
,,,,,,,,,,,,15,A,ㅋㅋ 그래~ 재밌게 보고 감상 좀 말해주라.,
,,,,,,,,,,,,16,B,당근이지. ㅋㅋ 덕분에 좋은 정보 알게 되었네. 고마워.,당근
165756,0094,여자,30,0120,남자,30,,,,문화 생활 및 여가,책읽는 서울광장,1,A,힐링 UP 프로그램 어떰?,어떰
,,,,,,,,,,,,2,B,힐링요가 짜짜 굿굿!,짜짜
,,,,,,,,,,,,3,A,힐링요가 몇 번이나?,
,,,,,,,,,,,,4,B,6회 진행한다고 해!,
,,,,,,,,,,,,5,A,테라리움 만들기도 해?,
,,,,,,,,,,,,6,B,"응, 9월 23일에 진행해!",
,,,,,,,,,,,,7,A,테라리움 어떻게 만들어?,
,,,,,,,,,,,,8,B,용기에 식물 옮겨심어!,
,,,,,,,,,,,,9,A,움직이는 책방도 있어?,
,,,,,,,,,,,,10,B,"응, 매주 금요일에!",
,,,,,,,,,,,,11,A,관객의취향과 함께해?,
,,,,,,,,,,,,12,B,영화를 책으로 옮기는 사람들!,
,,,,,,,,,,,,13,A,그거 꼭 가봐야겠어!,
,,,,,,,,,,,,14,B,나도 같이 가자!,
,,,,,,,,,,,,15,A,책읽는 서울광장 짜짜 좋아!,짜짜
,,,,,,,,,,,,16,B,너무 좋다ㅠㅠ,
095902,0074,남자,20,0141,여자,20,,,,문화 생활 및 여가,관광,1,A,관광지 추천해줘!,
,,,,,,,,,,,,2,B,내가 가본 곳 중에는 제주도가 좋았어요! ㅎㅎ,
,,,,,,,,,,,,3,A,제주도는 레알 아름다운 곳이죠? ㅠㅠ,레알
,,,,,,,,,,,,4,B,"네, 바다도 예쁘고 풍경도 멋있어요! ㅎㅎ",
,,,,,,,,,,,,5,A,그러면 다음에 제주도로 여행 가볼게요! ㅋㅋ,
,,,,,,,,,,,,6,B,좋은 선택일 거예요! 꼭 가보세요! ㅎㅎ,
,,,,,,,,,,,,7,A,근데 다른 관광지도 추천해줄 수 있을까요?,
,,,,,,,,,,,,8,B,서울에는 경복궁이나 명동이 좋아요! ㅎㅎ,
,,,,,,,,,,,,9,A,서울도 가보고 싶네요! 다음에 꼭 가야겠어요! ㅋㅋ,
,,,,,,,,,,,,10,B,서울은 렬루 분위기가 좋아요! 꼭 가보세요! ㅎㅎ,렬루
,,,,,,,,,,,,11,A,감사합니다! 다음에 여행 계획 세울 때 참고할게요!,
,,,,,,,,,,,,12,B,별 말씀을요! 즐거운 여행 되세요! ㅎㅎ,
,,,,,,,,,,,,13,A,감사합니다! 잘 다녀올게요! ㅋㅋ,
,,,,,,,,,,,,14,B,잘 다녀오세요! 행운을 빌어요! ㅎㅎ,
,,,,,,,,,,,,15,A,감사합니다! 안녕히 계세요! ㅋㅋ,
,,,,,,,,,,,,16,B,안녕히 가세요! 잘 다녀오세요! ㅎㅎ,
034582,0086,여자,30,0120,남자,30,,,,문화 생활 및 여가,위대한 시크릿,1,A,이번에 신간이 나왔어!,
,,,,,,,,,,,,2,B,짜짜? 어떤 책이야?,짜짜
,,,,,,,,,,,,3,A,위대한 시크릿이라는 책이지,
,,,,,,,,,,,,4,B,위대한 시크릿? 그게 무슨 내용이야?,
,,,,,,,,,,,,5,A,우리가 느끼는 불안과 갈등의 근본 원인에 대한 해답을 제시해,
,,,,,,,,,,,,6,B,그러면 우리가 평화와 안정을 찾을 수 있는 방법론을 알려주는 거야?,
,,,,,,,,,,,,7,A,마좌 자기 내면의 의식으로 평화와 안정을 찾을 수 있는 방법을 알려줘,마좌
,,,,,,,,,,,,8,B,그러면 좋은 책인 것 같아. 어디서 구할 수 있을까?,
,,,,,,,,,,,,9,A,알에이치코리아에서 출판한 책이야,
,,,,,,,,,,,,10,B,알에이치코리아? 그 출판사 ㅇㄸ?,
,,,,,,,,,,,,11,A,랜덤하우스의 한국 법인이야. 글로벌 출판사로 핫해,핫하다
,,,,,,,,,,,,12,B,그럼 믿을만한 출판사인 거네,
,,,,,,,,,,,,13,A,마좌 그래서 이 책을 믿고 읽어봐야겠어,마좌
,,,,,,,,,,,,14,B,나도 읽어봐야겠다. 위대한 시크릿으로 불안한 마음을 해소해보자,
,,,,,,,,,,,,15,A,ㅇㅋㅇㅋ 우리가 진정한 나로 살아갈 수 있는 방법을 찾아보자,
,,,,,,,,,,,,16,B,읽으면서 같이 공유해보자. 같이 발전하자!,
090791,0097,남자,30,0153,여자,30,,,,문화 생활 및 여가,뮤지컬,1,A,헬롱! 오늘 뮤지컬 볼래?,
,,,,,,,,,,,,2,B,응! 어떤 뮤지컬이야?,
,,,,,,,,,,,,3,A,"이금이 작가의 동명소설을 원작으로 하는 <알로하, 나의 엄마들>이래.",
,,,,,,,,,,,,4,B,오! 그거 꽤 유명한 거 아니야?,
,,,,,,,,,,,,5,A,"응, 사진 한 장에 운명을 걸고 하와이로 시집간 '사진신부' 세 여자의 이야기래.",
,,,,,,,,,,,,6,B,와 그러면 꿈과 현실의 대립이라던가 좌절과 희망 같은 이야기가 나오는 거구나.,
,,,,,,,,,,,,7,A,맞아! 하와이의 고된 현실 속에서 매 순간 최선을 다해 살아가는 여자들의 이야기야.,
,,,,,,,,,,,,8,B,그런 이야기들은 항상 감동적이지.,
,,,,,,,,,,,,9,A,맞아 그리고 이 작품은 한국인들의 역경과 희망의 기록도 담고 있어.,
,,,,,,,,,,,,10,B,한국인들의 이민 이야기를 다룬 작품들은 항상 인기가 많아.,
,,,,,,,,,,,,11,A,맞아 최근에는 <미나리>와 <파친코>도 그런 이야기들을 다루고 있지.,
,,,,,,,,,,,,12,B,그래서 국내뿐 아니라 전세계에서도 관심을 받는 거구나.,
,,,,,,,,,,,,13,A,그렇지! 한국의 디아스포라를 담은 서사들은 많은 사람들에게 공감을 얻어.,
,,,,,,,,,,,,14,B,그런 이야기들은 우리의 역사와 정체성을 되새기게 해줘.,
,,,,,,,,,,,,15,A,맞아 그래서 이 뮤지컬도 기대가 되는 거야.,
,,,,,,,,,,,,16,B,나도 그래! 뮤지컬 보면서 감동받고 싶어!,
037797,0042,여자,20,0101,남자,20,,,,문화 생활 및 여가,한강 달빛 야시장 재개,1,A,요즘 밤 날씨가 춥지도 않고 덥지도 않아서 완전 좋아ㅎㅎ. 그래서 밤에 어디 갈만한 행사 찾아보는 중인데 마땅치가 않네ㅠ,
,,,,,,,,,,,,2,B,그럼 이번 년도에 재개 된 한강 달빛 야시장 가봐! 난 벌써 갔다 왔는데 완전 꿀잼임,꿀잼
,,,,,,,,,,,,3,A,그거 이제 다시 하는구나! 얼마 만에 재개하는거야 그럼?,
,,,,,,,,,,,,4,B,4년만에 다시 열리는 행사임ㅎ!,
,,,,,,,,,,,,5,A,그럼 행사 일정은 어케 돼?,어케
,,,,,,,,,,,,6,B,"2023년 9월 16일부터 24일까지 그리고 10월 14일부터 22일까지 진행됨! 쭉 진행되는건 아니고 토요일, 일요일에만ㅎㅎ",
,,,,,,,,,,,,7,A,주말에 그럼 한강 달빛 야시장 놀러 가야겠당ㅎㅎ. 장소는 어디야?,
,,,,,,,,,,,,8,B,여의도 한강공원 물빛공원에서 열림! 5호선 타고 여의나루역에서 내리면 됨ㅎ,
,,,,,,,,,,,,9,A,우리집이랑 멀지 않아서 좋당ㅋㅋ. 그럼 야시장 열리는 시간은 어떻게 돼?,
,,,,,,,,,,,,10,B,오후 4시부터 시작해서 오후 9시에 끝남!,
,,,,,,,,,,,,11,A,꽤 일찍 시작하네ㅎㅎ. 야시장 가서 저녁 해결해야겠당ㅋㅋ! 거기 푸드코트도 좀 있지?,
,,,,,,,,,,,,12,B,푸드트럭 많으니까 걱정 안해도 돼ㅋㅋ. 푸트트럭 40팀이나 왔더라,
,,,,,,,,,,,,13,A,얼마나 맛있는거 많을지 벌써 기대된다ㅠ. 한강 보면서 맛있는 음식 먹으면 넘 좋을듯,
,,,,,,,,,,,,14,B,나도 한강 보면서 친구들이랑 맛있는거 먹으니까 더 재밌고 좋더라,
,,,,,,,,,,,,15,A,야시장 열리는거 알려줘서 고마워ㅎㅎ! 주말에 뭐할지 고민됐는데 꼭 가봐야지,
,,,,,,,,,,,,16,B,아마 달빛 야시장 가면 너 되게 만족할거임ㅎㅎ. 재밌게 다녀와!,
175399,0104,남자,30,0152,여자,30,,,,문화 생활 및 여가,책의 날,1,A,와! 책의 날이네! 어떤 책 좋아해?,
