대화ID,화자A ID,화자A 성별,화자A 연령대,화자B ID,화자B 성별,화자B 연령대,화자C ID,화자C 성별,화자C 연령대,주제,키워드,발화 번호,발화자,발화,신조어
,,,,,,,,,,,,9,A,웅웅 두 사람은 출전하고 세계 1위 스코티 셰플러도 출전해,
,,,,,,,,,,,,10,B,세계 톱 랭커들이 대부분 출전하는구나,
,,,,,,,,,,,,11,A,맞아 세계 랭킹 10위 이내 선수들도 다 출전해,
,,,,,,,,,,,,12,B,지난해 우승자들도 출전하나?,
,,,,,,,,,,,,13,A,ㅇㅋㅇㅋ 지난해 우승자들도 다 출전해,
,,,,,,,,,,,,14,B,LIV 골프 때문에 분위기가 달라질 것 같아,
,,,,,,,,,,,,15,A,맞아 PGA 투어와 LIV 골프가 합병했거든,
,,,,,,,,,,,,16,B,그래서 올해 US오픈은 더 흥미로울 것 같아,
222117,0001,남자,20,0147,여자,20,,,,스포츠 및 e스포츠,한화클래식2021,1,A,한화클래식2021 언제 시작이야?,
,,,,,,,,,,,,2,B,한화클래식2021은 26일부터 29일까지야!,
,,,,,,,,,,,,3,A,강원도 춘천시에서 열리는 거지?,
,,,,,,,,,,,,4,B,"응, 제이드팰리스 골프클럽에서 열려!",
,,,,,,,,,,,,5,A,한화클래식2021의 총상금은 얼마야?,
,,,,,,,,,,,,6,B,14억원이야! 우승 상금은 2억5200만원이지!,
,,,,,,,,,,,,7,A,한화큐셀이 주최하고 한화그룹이 후원하는 거지?,
,,,,,,,,,,,,8,B,맞아! 한화솔루션 큐셀부문이 주최하고 한화그룹 계열사들이 후원해!,
,,,,,,,,,,,,9,A,한화클래식2021에 어떤 선수들이 참가하나요?,
,,,,,,,,,,,,10,B,"박민지, 박현경 등 KLPGA 상위권 선수들이 참가해!",
,,,,,,,,,,,,11,A,지난 대회 우승자들도 참가하나요?,
,,,,,,,,,,,,12,B,"노무라 하루, 오지현, 박채윤 선수들도 참가하거든!",
,,,,,,,,,,,,13,A,한화큐셀골프단 소속 선수들도 참가하는 거야?,
,,,,,,,,,,,,14,B,"응, 김지현, 이정민, 성유진, 지은희도 참가하고 있어!",
,,,,,,,,,,,,15,A,한화클래식2021에서 우승을 향해 열심히 경쟁할 거야!,
,,,,,,,,,,,,16,B,너무 기대돼! 한화클래식2021에서 멋진 경기가 펼쳐질 거야!,
067158,0080,남자,20,0141,여자,20,,,,스포츠 및 e스포츠,아이스하키,1,A,아이스하키 명예의 전당에 헌액된 정몽원 회장 레게노다!,레게노
,,,,,,,,,,,,2,B,그래! 정 회장은 아이스하키 발전에 많은 공헌을 했어,
,,,,,,,,,,,,3,A,정 회장은 25년간 아이스하키 발전을 위해 노력했대,
,,,,,,,,,,,,4,B,진짜 대단한 사람이네! 한국 아이스하키에 큰 도움이 됐겠다,
,,,,,,,,,,,,5,A,그래! 이제 한국 아이스하키도 국제적으로 인정받을 수 있을 것 같아,
,,,,,,,,,,,,6,B,한국 아이스하키 선수들도 더 노력해서 월클 선수로 성장해야지,월클
,,,,,,,,,,,,7,A,맞아! 한국 아이스하키의 미래가 기대되는군,
,,,,,,,,,,,,8,B,한국 아이스하키가 세계 무대에서 빛나길 바라는 마음이 크다,
,,,,,,,,,,,,9,A,우리도 한 번 아이스하키를 해보는 건 ㅇㄸ?,
,,,,,,,,,,,,10,B,나는 아이스하키를 해본 적이 없는데 궁금하긴 하네,
,,,,,,,,,,,,11,A,한 번 해보면 재미있을 것 같아! 얼음 위에서 미친 듯이 움직이는 거야,
,,,,,,,,,,,,12,B,그래! 그런 경험도 해보고 싶다,
,,,,,,,,,,,,13,A,아이스하키는 짜짜 멋진 스포츠야,짜짜
,,,,,,,,,,,,14,B,그렇지! 아이스하키 경기를 보면 너무 재밌어,
,,,,,,,,,,,,15,A,한국 아이스하키가 더 발전해서 월클 경기를 할 수 있으면 좋겠다,월클
,,,,,,,,,,,,16,B,그럼 우리도 응원하면서 한국 아이스하키를 응원하자!,
230701,0001,남자,20,0148,여자,20,,,,스포츠 및 e스포츠,프로농구,1,A,프로농구 개막전 기대되네 ㅋㅋ,
,,,,,,,,,,,,2,B,응응! 이번 시즌은 누가 우승할까?,
,,,,,,,,,,,,3,A,지난 시즌 챔피언 결정전에서 맞대결한 SK와 KGC가 개막전이래,
,,,,,,,,,,,,4,B,서울 SK와 안양 KGC인삼공사 맞지? 역시 대결이 기대돼!,
,,,,,,,,,,,,5,A,맞아! SK는 지난 시즌 우승해서 반지 수여식도 한다더라,
,,,,,,,,,,,,6,B,SK가 최우수 외국인 선수상을 받은 워니랑 김선형도 건재하고 감독도 리더십이 좋아서 강력한 우승 후보로 보인다는 얘기도 들었어,
,,,,,,,,,,,,7,A,그래! 그런데 SK는 최우수선수 최준용이 다치고 안영준이 입대해서 전력 누수가 있대,
,,,,,,,,,,,,8,B,"아, 그런가.. 그래도 SK 팀력은 좋으니까 괜찮을 거 같아!",
,,,,,,,,,,,,9,A,그렇지! 이번 시즌은 인삼공사도 강력한 상대라고 해,
,,,,,,,,,,,,10,B,인삼공사는 최근 2년 연속 챔피언 결정전에 올려놨던 팀이라고 하던데,
,,,,,,,,,,,,11,A,응! 김승기 감독은 이적했지만 새로운 감독이 잡혀서 기대가 크다고 해,
,,,,,,,,,,,,12,B,인삼공사도 슈터 전성현이 있어서 외곽 화력도 괜찮을 거 같아!,
,,,,,,,,,,,,13,A,ㅇㅇ 맞아! 경기가 어떻게 펼쳐질지 너무 기대돼!,
,,,,,,,,,,,,14,B,나도 그래! 내가 응원하는 팀이 이기면 좋겠어 ㅋㅋ,
,,,,,,,,,,,,15,A,그렇지! 어쩌면 재미있는 시즌이 될지도 몰라!,
,,,,,,,,,,,,16,B,그래! 우리가 기대하면 더 재밌을 거야! 화이팅이다!,
135377,0094,남자,30,0151,여자,30,,,,스포츠 및 e스포츠,"대구FC, 조현우, 울산 현대",1,A,대구FC 조현우가 울산으로 이적했대 ㅠㅠ,
,,,,,,,,,,,,2,B,짜짜? 대구에서 오래 뛰었는데 아쉽네 ㅠㅠ,짜짜
,,,,,,,,,,,,3,A,그래도 울산 현대는 좋은 팀이야!,
,,,,,,,,,,,,4,B,맞아 울산 현대는 강팀이지,
,,,,,,,,,,,,5,A,조현우는 국가대표 출신이라던데 대단한 선수인가봐,
,,,,,,,,,,,,6,B,웅웅 조현우는 골키퍼로서 실력이 좋아,
,,,,,,,,,,,,7,A,대구FC는 조현우를 잃어서 아쉽겠다,
,,,,,,,,,,,,8,B,대구FC도 좋은 선수들이 많아서 괜찮을 거야,
,,,,,,,,,,,,9,A,그래도 대구FC의 선수들이 많이 바뀌었네,
,,,,,,,,,,,,10,B,마좌 축구는 선수들의 이적이 많아서 어쩔 수 없지,마좌
,,,,,,,,,,,,11,A,대구FC는 2020시즌 아시아 챔피언스리그에 진출하지 못했대,
,,,,,,,,,,,,12,B,아쉽네 아시아 챔피언스리그에 나가면 좋았을 텐데,
,,,,,,,,,,,,13,A,울산 현대는 아시아 챔피언스리그에 나갈 수 있을까?,
,,,,,,,,,,,,14,B,울산 현대는 강팀이니까 아마 나갈 수 있을 거야,
,,,,,,,,,,,,15,A,조현우가 울산 현대에서 잘 뛰길 바래,
229278,0001,남자,20,0144,여자,20,,,,스포츠 및 e스포츠,손흥민,1,A,손흥민 짜짜 대단해 ㅋㅋ,짜짜
,,,,,,,,,,,,2,B,응! 그리고 손흥민이 EPL에서 100골을 넣었대!,
,,,,,,,,,,,,3,A,와 ㄹㅇ? 대박이다 ㅠㅠ,대박;ㄹㅇ
,,,,,,,,,,,,4,B,응! 그런데 손흥민은 세 자릿수 득점을 34번째로 달성했대,
,,,,,,,,,,,,5,A,EPL에서 100골을 넣은 건 손흥민 뿐이야?,
,,,,,,,,,,,,6,B,"아니야! 웨인 루니, 해리 케인도 100골 넘었어",
,,,,,,,,,,,,7,A,글쿠나. 손흥민은 얼마나 득점했어?,글쿠나
,,,,,,,,,,,,8,B,"지금까지 100골 넘은 선수는 손흥민, 웨인 루니, 해리 케인 뿐이야",
,,,,,,,,,,,,9,A,손흥민은 역시 대단내!,대단내
,,,,,,,,,,,,10,B,맞아! 월클 선수야,월클
,,,,,,,,,,,,11,A,손흥민은 국내에서도 유명하잖아,
,,,,,,,,,,,,12,B,응! 손흥민은 한국 축구의 자랑이야,
,,,,,,,,,,,,13,A,손흥민은 어디에서 뛰고 있었지?,
,,,,,,,,,,,,14,B,손흥민은 토트넘에서 활동하고 있어,
,,,,,,,,,,,,15,A,오~ 토트넘 팬들은 손흥민을 레알루다가 좋아하겠다,레알
,,,,,,,,,,,,16,B,응! 손흥민은 토트넘 팬들의 자랑이야,
074079,0084,남자,30,0151,여자,30,,,,스포츠 및 e스포츠,"두산, SK핸드볼 코리아리그, 연속 통합우승",1,A,머박! 두산이 SK핸드볼 코리아리그에서 연속 통합우승을 달성했대!,머박
,,,,,,,,,,,,2,B,레알? 레게노다! 근데 어떻게 통합우승을 달성한 거야?,레게노;레알
,,,,,,,,,,,,3,A,어제 경기에서 23-23으로 비겼대. 근데 이틀 전에는 23-21로 이겼던 거야.,
,,,,,,,,,,,,4,B,"그래서 1, 2차전 전적은 어땠어?",
,,,,,,,,,,,,5,A,1승 1무를 기록했어. 그래서 2015시즌부터 여섯 시즌 연속 정규리그와 챔피언결정전을 석권했어.,
,,,,,,,,,,,,6,B,"머박, 렬루다가 레게노다! 이번 시즌 챔피언결정전 우승 상금은 얼마야?",레게노;머박;렬루
,,,,,,,,,,,,7,A,1천만원이래. 그리고 두산은 핸드볼 코리아리그에서 2014시즌에만 왕좌를 내줬어.,
,,,,,,,,,,,,8,B,그 외에는 모두 정상을 놓치지 않았다는 거지?,
,,,,,,,,,,,,9,A,마좌 압도적인 실력을 보여줬어. 그리고 최우수선수(MVP)는 누구야?,마좌
,,,,,,,,,,,,10,B,두산 골키퍼 박찬영이 MVP로 선정됐대. 그 사람은 방어율 37.3%를 기록했어.,
,,,,,,,,,,,,11,A,와 그렇게 좋은 성적을 거두었구나. 경기 시작할 때는 유리한 고지에서 시작했었지?,
,,,,,,,,,,,,12,B,마좌 1차전에서 2골 차로 이겼으니까 이날 1골 차로 패배해도 우승할 수 있었어.,마좌
,,,,,,,,,,,,13,A,그래서 경기 초에는 낙승 분위기를 띄웠겠구나.,
,,,,,,,,,,,,14,B,킹치만 인천도시공사도 반격을 했어. 경기는 치열했을 거야.,킹치만
,,,,,,,,,,,,15,A,그런가봐. 그래도 두산이 이겨서 렬루 기뻐!,렬루
,,,,,,,,,,,,16,B,짜짜 축하해! 두산의 업적은 레게노다!,레게노;짜짜
068910,0081,남자,20,0146,여자,20,,,,스포츠 및 e스포츠,박태환수영장,1,A,와 박태환수영장 개장했대!,
,,,,,,,,,,,,2,B,렬루? 박태환 선수가 직접 지은 거야?,렬루
,,,,,,,,,,,,3,A,응! 박태환 선수가 어린이들을 위해 만들었대,
,,,,,,,,,,,,4,B,어린이들을 위한 수영장이라니 좋은 일이네,
,,,,,,,,,,,,5,A,맞아! 박태환 선수가 유망주도 발굴하려고 해,
,,,,,,,,,,,,6,B,그래서 수영장에는 어떤 시설이 있어?,
,,,,,,,,,,,,7,A,"어린이들을 위한 전용 어린이수영장이 있고, 체육관도 있어",
,,,,,,,,,,,,8,B,와 레게노다! 박태환 선수가 비용도 다 댄 거야?,레게노
,,,,,,,,,,,,9,A,"응, 약 15억원 가까이 들였대",
,,,,,,,,,,,,10,B,렬루다가 멋지다. 박태환 선수가 레알로 자비를 베풀었네,레알
,,,,,,,,,,,,11,A,맞아! 박태환 선수는 어린이들에게 수영을 즐길 기회를 주고 싶었어,
,,,,,,,,,,,,12,B,박태환 선수의 꿈이 이루어져서 좋겠다,
,,,,,,,,,,,,13,A,그래! 앞으로 더 많은 어린이들이 수영을 배우고 즐길 수 있을 거야,
,,,,,,,,,,,,14,B,박태환 선수에게 감사해야겠다,
,,,,,,,,,,,,15,A,맞아! 박태환 선수는 레알루다가 대단한 사람이야,레알
,,,,,,,,,,,,16,B,"응, 그렇지",
104665,0066,여자,20,0106,남자,20,,,,스포츠 및 e스포츠,반려견 동반 패들보드 대회,1,A,인별에 패들보드 탄 사진이 있네. 예쁘당!,인별
,,,,,,,,,,,,2,B,후훗. 칭찬 고마워. 가끔 패들보드 타.,
,,,,,,,,,,,,3,A,댕댕이랑 같이 찍은 사진도 예쁘더랑,댕댕이
,,,,,,,,,,,,4,B,우리 까미 귀엽징? 까미 보는 낙으로 산다,
,,,,,,,,,,,,5,A,패들보드 까미랑은 안 타?,
,,,,,,,,,,,,6,B,"엇, 까미랑 패들보드 탈 생각은 안 해봤네. 반려견이랑 패들보드 타는 사람 있어?",
,,,,,,,,,,,,7,A,그럼. 반려견 동반 패들보드 대회도 열렸는걸?,
,,,,,,,,,,,,8,B,그런 대회가 있다니! 누가 개최했어?,
,,,,,,,,,,,,9,A,대한패들서프프로협회와 KCMC문화원이 함께 준비했대,
,,,,,,,,,,,,10,B,우왕. 어디서 열린 거야?,
,,,,,,,,,,,,11,A,부산 수영구 광안리 해변에서!,
,,,,,,,,,,,,12,B,재밌었겠다! 어떤 레이스가 펼쳐졌어?,
,,,,,,,,,,,,13,A,"300m 단거리 스피드 레이스, 1km 장거리 기록측정 레이스 총 2가지로 진행됐어",
,,,,,,,,,,,,14,B,다음엔 나도 까미랑 대회 나가야겠다,
,,,,,,,,,,,,15,A,나 구경 가도 되지?,
,,,,,,,,,,,,16,B,그럼! 구경하면서 사진도 찍어주라,
121292,0085,여자,30,0120,남자,30,,,,스포츠 및 e스포츠,"코로나19, 경기장, 라이브, 온라인",1,A,코로나19 때문에 경기장이 그리워.,
,,,,,,,,,,,,2,B,나도 그래. 온라인으로 라이브로 경기를 보는 건 익숙해졌지.,
,,,,,,,,,,,,3,A,그래도 직관은 다시 보고 싶어.,
,,,,,,,,,,,,4,B,맞아. 경기장에서 분위기를 느끼는 건 다르지.,
,,,,,,,,,,,,5,A,근데 선수들도 힘들겠다. 마스크를 써야 하고 무관중 경기장에 익숙해져야 해.,
,,,,,,,,,,,,6,B,그래도 선수들도 열심히 하는 모습을 보면 응원하고 싶어.,
,,,,,,,,,,,,7,A,맞아. 그리고 백신 접종도 중요해.,
,,,,,,,,,,,,8,B,그래서 세계 인구의 과반수 이상이 백신을 맞았다고 들었어.,
,,,,,,,,,,,,9,A,근데 변이 바이러스가 계속 나오고 있어. 불안하다.,
,,,,,,,,,,,,10,B,맞아. 언제쯤 다시 평범한 일상으로 돌아갈 수 있을까?,
,,,,,,,,,,,,11,A,아무도 확언할 수 없다고 했지.,
,,,,,,,,,,,,12,B,그래도 2022년의 e스포츠 산업은 진행 중이라고 들었어.,
,,,,,,,,,,,,13,A,불확실근데 그래도 좋아. 온라인으로 경기를 볼 수 있으니까.,
,,,,,,,,,,,,14,B,맞아. 그리고 비대면 커뮤니케이션이 일상이 됐어.,
,,,,,,,,,,,,15,A,마스크를 쓰고 랜선으로 인사를 나누는 게 익숙해져서 좀 신박하.,신박하
,,,,,,,,,,,,16,B,그래도 언젠가는 다시 평범한 일상으로 돌아갈 수 있을 거야.,
042636,0087,남자,30,0160,여자,30,,,,스포츠 및 e스포츠,스포츠 지도사,1,A,"헐, 대한체육회에서 스포츠 지도사 교육을 하는 거 알았어?",
,,,,,,,,,,,,2,B,"응, 그거 얼마나 오래 걸리는 거야?",
,,,,,,,,,,,,3,A,"교육 일정표를 봤는데, 11월 8일부터 12일까지 5일 동안 진행된대!",
,,,,,,,,,,,,4,B,"오, 그럼 내가 참여할 수 있을까?",
,,,,,,,,,,,,5,A,"응, 대한체육회 진로지원센터 홈페이지에서 신청하고 참여할 수 있어!",
,,,,,,,,,,,,6,B,진로 역량 교육 프로그램이 어떤 내용으로 구성되어 있어?,
,,,,,,,,,,,,7,A,"스포츠윤리, 한국체육사, 스포츠사회학, 스포츠교육학, 스포츠심리학으로 구성되어 있대!",
,,,,,,,,,,,,8,B,그럼 미래에 스포츠 행정 분야에서 일하고 싶은 사람들에게도 유익한 교육인 거네,
,,,,,,,,,,,,9,A,맞아 스포츠 행정에 관심이 있는 사람들에게도 추천할 만한 교육이야!,
,,,,,,,,,,,,10,B,그럼 진로 역량 교육 외에도 다른 교육 프로그램도 운영하고 있나?,
,,,,,,,,,,,,11,A,"응, 부상 예방이나 통증 관리를 위한 테이핑 기술이나 NCS 직업 기초 능력에 대한 문제풀이 등 다양한 교육도 진행하고 있어!",
,,,,,,,,,,,,12,B,와우내 진로 역량 교육 외에도 실전에 필요한 내용들을 다루는 거구나,와우내
,,,,,,,,,,,,13,A,맞아 실제 구직이나 재직 중인 사람들에게 많은 도움이 될 거야!,
,,,,,,,,,,,,14,B,진로 역량 교육 외에도 현직자 직무 특강도 하고 있더라고,
,,,,,,,,,,,,15,A,웅웅 스포츠 행정 분야에 관심이 있는 사람들은 놓치지 말고 지원하라고 하더라고,
,,,,,,,,,,,,16,B,"응, 대한체육회 진로지원센터를 검색해보면 상담이나 프로그램 문의도 가능하대",
074916,0085,여자,30,0114,남자,30,,,,스포츠 및 e스포츠,오지환,1,A,오지환 경기 머박이었어 ㅋㅋ,머박
,,,,,,,,,,,,2,B,렬루? 어떤 경기였어?,렬루
,,,,,,,,,,,,3,A,2018 프로야구 신한은행 마이카 KBO리그의 kt wiz전이야,
,,,,,,,,,,,,4,B,오지환 선수가 얼마나 잘했어?,
,,,,,,,,,,,,5,A,2루타 2개 등 3타수 3안타 2득점 1사구로 활약했어,
,,,,,,,,,,,,6,B,와 레게노다! 그래서 어떤 말을 했어?,레게노
,,,,,,,,,,,,7,A,오지환은 '뎨동하다'라고 했어,뎨동
,,,,,,,,,,,,8,B,왜 뎨동하다고 했을까?,뎨동
,,,,,,,,,,,,9,A,아시안게임 금메달을 병역 혜택으로 삼는 논란 때문이야,
,,,,,,,,,,,,10,B,그래서 오지환은 병역을 어떻게 처리할 거야?,
,,,,,,,,,,,,11,A,오지환은 경찰야구단과 상무 지원을 포기했어,
,,,,,,,,,,,,12,B,아시안게임 대표팀에 승선하려고 한 거구나,
,,,,,,,,,,,,13,A,맞아 그래서 배수의 진을 쳤어,
,,,,,,,,,,,,14,B,오지환은 승리의 주역이 됐다고 하더라,
,,,,,,,,,,,,15,A,그래서 오지환은 취재진의 인터뷰 대상이 됐어,
,,,,,,,,,,,,16,B,오지환 레게노다! 앞으로도 기대해야겠다,레게노
231734,0001,남자,20,0147,여자,20,,,,스포츠 및 e스포츠,여자골프,1,A,고진영 대회에서 열심히 뛰겠어,
,,,,,,,,,,,,2,B,고진영 ,
,,,,,,,,,,,,3,A,세계랭킹 1위 유지 중이야,
,,,,,,,,,,,,4,B,충공! 와! 첫 대회에 출전이네,충공
,,,,,,,,,,,,5,A,"응, 싱가포르에서 열린대",
,,,,,,,,,,,,6,B,세계 랭킹 2위한테 1위 탈환했구나,
,,,,,,,,,,,,7,A,맞아 경쟁자들 주춤하고 있는 중,
,,,,,,,,,,,,8,B,고진영이 머단해!,머단하다
,,,,,,,,,,,,9,A,그래서 이번 대회에서도 좋은 성적을 거둘 수 있으면 좋겠어,
,,,,,,,,,,,,10,B,분명히 좋은 결과가 있을 거야,
,,,,,,,,,,,,11,A,너도 응원해줘서 고마워,
,,,,,,,,,,,,12,B,언제나 응원할게!,
,,,,,,,,,,,,13,A,마음 따뜻한 팬들 덕분에 힘낼 수 있어,
,,,,,,,,,,,,14,B,팬들이 너를 응원하니까 더욱 더 힘낼 수 있겠지,
,,,,,,,,,,,,15,A,"짜짜 고마워, 팬들이 최고야",짜짜
,,,,,,,,,,,,16,B,고진영 파이팅!,
069614,0082,여자,20,0109,남자,20,,,,스포츠 및 e스포츠,토트넘,1,A,와 토트넘 유로파리그 32강에 진출했어!,
,,,,,,,,,,,,2,B,레알? 머박이다 ㅋㅋ,머박;레알
,,,,,,,,,,,,3,A,응! 손흥민이 후반에 교체로 출전했어,
,,,,,,,,,,,,4,B,손흥민은 항상 멋지다 ㅎㅎ,
,,,,,,,,,,,,5,A,맞아! 그리고 토트넘은 2대0으로 이겼어,
,,,,,,,,,,,,6,B,와 렬루 레게노다 ㅠㅠ,레게노;렬루
,,,,,,,,,,,,7,A,그래서 토트넘은 조 1위로 32강에 오르게 됐어,
,,,,,,,,,,,,8,B,토트넘 파이팅이다 ㅋㅋ,
,,,,,,,,,,,,9,A,그래! 그리고 모리뉴 감독은 손흥민과 케인을 벤치에 앉혀두고,
,,,,,,,,,,,,10,B,왜 그랬어? 손흥민과 케인이 안타서?,
,,,,,,,,,,,,11,A,"아니야, 체력 안배를 위해서 그랬대",
,,,,,,,,,,,,12,B,글쿠나. 그래도 토트넘은 이겼으니까 좋아~,글쿠나
,,,,,,,,,,,,13,A,맞아! 다음 경기도 기대해봐,
,,,,,,,,,,,,14,B,그래! 토트넘 힘!,
,,,,,,,,,,,,15,A,화이팅이다 ㅋㅋ,
,,,,,,,,,,,,16,B,ㅋㅋ 다음에 또 이야기하자~,
019374,0067,여자,20,0106,남자,20,,,,스포츠 및 e스포츠,2022 오버워치 리그 국내 첫 직관,1,A,"어이, 내 게임 메이트 뭐하고 있음?",
,,,,,,,,,,,,2,B,게임 덕후인 저는 지금 게임 중이죠.,덕후
,,,,,,,,,,,,3,A,"오, 무슨 게임하고 있음?",
,,,,,,,,,,,,4,B,오버워치지. 나 오버워치 엄청 좋아하잖아.,
,,,,,,,,,,,,5,A,너 게임 중에 제일 좋아하고 많이 한 게임이 오버워치임?,
,,,,,,,,,,,,6,B,"ㅇㅇ, 당연하지. 나 이거 출시하고부터 계속 했는데?",
,,,,,,,,,,,,7,A,너 그러면 오버워치 국내에서 한 경기도 보러 간 적 있냐?,
,,,,,,,,,,,,8,B,엥? 오버워치 리그 국내에서 경기도 했어?,
,,,,,,,,,,,,9,A,작년 10월 9일에 국내에서 오버워치 리그 직관 행사 있었잖아.,직관
,,,,,,,,,,,,10,B,"헐, 진짜? 나 왜 그거 몰랐지ㅜㅜ. 어디서 진행했는데?",
,,,,,,,,,,,,11,A,WDG e스포츠 스튜디오에서 진행했었는데. 진짜 몰랐어?,
,,,,,,,,,,,,12,B,엉. 알았으면 당연히 갔지ㅜㅜ. 다 갈 수 있는 거였어?,
,,,,,,,,,,,,13,A,"아니, 신청자 모집해서 그 중 3백명만 갈 수 있었음 .",
,,,,,,,,,,,,14,B,얼마나 많은 사람들이 신청했어?,
,,,,,,,,,,,,15,A,3천5백여 명이 지원했다고 들었음.,
,,,,,,,,,,,,16,B,나는 지원도 못 했었다니 눈물이 앞을 가린다.,
,,,,,,,,,,,,17,A,다음에 기회 있을 때 가면 되는거지. 기회가 저번 한 번 뿐이었겠어?,
,,,,,,,,,,,,18,B,다음에는 꼭 이런 거 있으면 알려줘라ㅜㅜ. 부탁할게ㅜㅜ.,
,,,,,,,,,,,,19,A,ㅇㅋㅇㅋ. 알겠음. 다음에 이런 거 있으면 나랑 같이 가자.,
139247,0101,남자,30,0160,여자,30,,,,스포츠 및 e스포츠,김광현,1,A,와 김광현 경기 어땠어?,
,,,,,,,,,,,,2,B,레알 머박이었어 ㅋㅋ,머박;레알
,,,,,,,,,,,,3,A,레알? 뭐가 그렇게 잘했어?,레알
,,,,,,,,,,,,4,B,걍 레알 멋있게 던져서 많은 피안타를 막았어,레알
,,,,,,,,,,,,5,A,피안타 막는 거 레게노다 ㅋㅋ,레게노
,,,,,,,,,,,,6,B,그래 그리고 홈런도 막았어,
,,,,,,,,,,,,7,A,와 짜짜? 레게노다 ㅋㅋ,레게노;짜짜
,,,,,,,,,,,,8,B,그치 그리고 자책점도 별로 없었어,
,,,,,,,,,,,,9,A,자책점도 적게 받는 거 레게노다 ㅋㅋ,레게노
,,,,,,,,,,,,10,B,ㅇㅇ 맞아 그래서 김광현은 레알 최고야,레알
,,,,,,,,,,,,11,A,그렇게 말하니까 김광현 팬이 되고 싶어졌어,
,,,,,,,,,,,,12,B,나도 그래 ㅋㅋ 김광현 레알 멋있어,레알
,,,,,,,,,,,,13,A,그치 근데 이번 경기에서는 좀 힘들었나봐,
,,,,,,,,,,,,14,B,그래 그래 그래도 잘 버텼어,
,,,,,,,,,,,,15,A,김광현 짜짜 대단해,짜짜
